instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-01T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-01T00:00:00.000Z
,,,2022-11-01T00:00:00.000Z
Yosephtal Hospital            ,37.5,35.4,2022-11-01T00:00:00.000Z
Hadassah Mount Scopus         ,69.4,84.4,2022-11-01T00:00:00.000Z
Soroka Medical Center         ,72.9,79.6,2022-11-01T00:00:00.000Z
Hacarmel Hospital             ,78.3,82,2022-11-01T00:00:00.000Z
Poriah Hospital               ,78.2,79.2,2022-11-01T00:00:00.000Z
Rabin K. Hasharon             ,80.7,68.5,2022-11-01T00:00:00.000Z
      Ziv Hospital            ,81.3,72.9,2022-11-01T00:00:00.000Z
Assaf Harofeh Medical Center  ,84.9,70.6,2022-11-01T00:00:00.000Z
Meir Hospital                 ,85.5,83.9,2022-11-01T00:00:00.000Z
Woolfson Medical Center       ,86.5,79.9,2022-11-01T00:00:00.000Z
Barzilai Medical Center       ,87.5,81.3,2022-11-01T00:00:00.000Z
Hillel Yaffeh Medical Center  ,87,85.2,2022-11-01T00:00:00.000Z
Laniado                       ,88.5,96.1,2022-11-01T00:00:00.000Z
Haemek Valley Center Hospital ,93.5,71.2,2022-11-01T00:00:00.000Z
Bnei Ziom Medical Center      ,96.7,95.4,2022-11-01T00:00:00.000Z
Rambam                        ,100.5,89.2,2022-11-01T00:00:00.000Z
Shmuel Harofe                 ,102.8,79.8,2022-11-01T00:00:00.000Z
Chaim Sheba Medical Center    ,111.3,109.3,2022-11-01T00:00:00.000Z
Nahariya                      ,113.2,93.6,2022-11-01T00:00:00.000Z
Hadassah Ein Kerem            ,115.5,99.2,2022-11-01T00:00:00.000Z
Kaplan Hospital               ,120,95.8,2022-11-01T00:00:00.000Z
Rabin K. Beilinson            ,121.6,103,2022-11-01T00:00:00.000Z
Assuta Ashdod                 ,128.8,103.4,2022-11-01T00:00:00.000Z
,,,2022-11-01T00:00:00.000Z
The Holy Family               ,,,2022-11-01T00:00:00.000Z
,,,2022-11-01T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-01T00:00:00.000Z
,,,2022-11-01T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-01T00:00:00.000Z
