instituteDesc,occupancy,gOccupancy,occupancyDate
MEIR HOSPITAL                 ,65.5,81.6,2022-06-09T00:00:00.000Z
      ZIV HOSPITAL            ,68.8,65.7,2022-06-09T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,68.8,83.1,2022-06-09T00:00:00.000Z
Hadassah Mount Scopus         ,69.4,72.2,2022-06-09T00:00:00.000Z
SOROKA MEDICAL CENTER         ,69,81.7,2022-06-09T00:00:00.000Z
PORIAH HOSPITAL               ,69.2,74.6,2022-06-09T00:00:00.000Z
Rabin K. HaSharon             ,69.3,67.6,2022-06-09T00:00:00.000Z
HACARMEL HOSPITAL             ,72.6,81.2,2022-06-09T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,82,75.5,2022-06-09T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,83.2,67.6,2022-06-09T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,87.7,84.5,2022-06-09T00:00:00.000Z
KAPLAN HOSPITAL               ,90.7,91.7,2022-06-09T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,91.7,85.9,2022-06-09T00:00:00.000Z
Rambam                        ,91.9,89.6,2022-06-09T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,94.2,73.2,2022-06-09T00:00:00.000Z
TEL AVIV MEDICAL CENTER       ,97,117.1,2022-06-09T00:00:00.000Z
Shmuel HaRofe                 ,100,83.3,2022-06-09T00:00:00.000Z
NAHARIYA                      ,103.2,92.3,2022-06-09T00:00:00.000Z
Laniado                       ,105.1,82.2,2022-06-09T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,108.3,88.7,2022-06-09T00:00:00.000Z
Hadassah Ein Kerem            ,116.5,98.7,2022-06-09T00:00:00.000Z
,,40.8,2022-06-09T00:00:00.000Z
CHAIM SHEBA MEDICAL CENTER    ,106.7,106.2,2022-06-09T00:00:00.000Z
Shaare Zedek                  ,110,98.4,2022-06-09T00:00:00.000Z
Rabin K. Beilinson            ,118.1,97.5,2022-06-09T00:00:00.000Z
