period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,228,531,14.65,34.13
3_Month,5-11,2039,6921,9.8,33.27
6_Month,5-11,3394,13475,5.94,23.58
1_Year,5-11,4921,51365,0.95,9.9
All,5-11,4921,52820,0.68,7.3
1_Month,12-15,247,216,20.15,17.62
3_Month,12-15,1276,1541,14.81,17.88
6_Month,12-15,2443,3381,8.7,12.05
1_Year,12-15,8881,17637,3.65,7.25
All,12-15,8927,18812,2.58,5.43
1_Month,16-19,224,61,25.37,6.91
3_Month,16-19,2546,770,22.62,6.84
6_Month,16-19,4183,1502,15.31,5.5
1_Year,16-19,14640,10065,7.29,5.01
All,16-19,14832,11198,4.82,3.64
1_Month,20-29,611,119,25.32,4.93
3_Month,20-29,8083,2073,22.03,5.65
6_Month,20-29,12859,3800,14.79,4.37
1_Year,20-29,37025,19394,8.44,4.42
All,20-29,37452,21648,5.73,3.31
1_Month,30-39,801,159,24.72,4.91
3_Month,30-39,9469,2680,20.56,5.82
6_Month,30-39,14800,4727,13.38,4.27
1_Year,30-39,36138,18342,7.45,3.78
All,30-39,36521,19913,5.53,3.01
1_Month,40-49,889,156,24.34,4.27
3_Month,40-49,8723,2062,19.15,4.53
6_Month,40-49,13833,3631,12.61,3.31
1_Year,40-49,32492,13629,7.2,3.02
All,40-49,32835,14634,5.5,2.45
1_Month,50-59,640,96,17.23,2.58
3_Month,50-59,6309,1243,14.41,2.84
6_Month,50-59,9805,2152,9.78,2.15
1_Year,50-59,21168,7457,6.59,2.32
All,50-59,21379,7937,5.1,1.89
1_Month,60-69,535,54,12.03,1.21
3_Month,60-69,4905,739,10.04,1.51
6_Month,60-69,7385,1204,7.04,1.15
1_Year,60-69,13606,3964,5.42,1.58
All,60-69,13758,4166,4.38,1.33
1_Month,70-79,431,28,9.01,0.59
3_Month,70-79,3177,322,7.15,0.72
6_Month,70-79,4595,496,5.14,0.55
1_Year,70-79,7014,1261,4.23,0.76
All,70-79,7096,1350,3.58,0.68
1_Month,80+,264,22,10.57,0.88
3_Month,80+,2301,231,8.84,0.89
6_Month,80+,3072,343,6.58,0.73
1_Year,80+,4496,759,5.38,0.91
All,80+,4573,821,4.34,0.78
