period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,113,223,17.3,34.15
3_Month,5-11,456,1127,13.71,33.89
6_Month,5-11,3198,11327,8.59,30.42
1_Year,5-11,5053,51376,1.01,10.31
All,5-11,5053,53096,0.7,7.33
1_Month,12-15,155,86,28.55,15.84
3_Month,12-15,510,420,21.1,17.38
6_Month,12-15,2280,2830,12.04,14.94
1_Year,12-15,9047,17594,3.79,7.37
All,12-15,9106,18915,2.62,5.45
1_Month,16-19,315,44,38.89,5.43
3_Month,16-19,779,176,29.93,6.76
6_Month,16-19,4041,1254,20.15,6.25
1_Year,16-19,15002,9998,7.56,5.04
All,16-19,15211,11259,4.92,3.64
1_Month,20-29,803,90,36.25,4.06
3_Month,20-29,2236,360,27.93,4.5
6_Month,20-29,12104,3135,19.47,5.04
1_Year,20-29,37968,19221,8.75,4.43
All,20-29,38449,21769,5.86,3.32
1_Month,30-39,796,115,31.81,4.6
3_Month,30-39,2506,502,25.53,5.11
6_Month,30-39,13739,4012,17.77,5.19
1_Year,30-39,37083,18235,7.73,3.8
All,30-39,37519,20070,5.65,3.02
1_Month,40-49,959,105,34.19,3.74
3_Month,40-49,2714,443,25.29,4.13
6_Month,40-49,13302,3107,16.85,3.94
1_Year,40-49,33637,13625,7.49,3.03
All,40-49,34020,14780,5.67,2.46
1_Month,50-59,806,92,26.03,2.97
3_Month,50-59,2192,292,19.53,2.6
6_Month,50-59,9629,1858,12.78,2.47
1_Year,50-59,22161,7503,6.87,2.32
All,50-59,22394,8052,5.28,1.9
1_Month,60-69,731,44,18.84,1.13
3_Month,60-69,1930,184,13.9,1.33
6_Month,60-69,7487,1053,9.01,1.27
1_Year,60-69,14532,4002,5.7,1.57
All,60-69,14695,4227,4.6,1.32
1_Month,70-79,513,23,12.91,0.58
3_Month,70-79,1471,91,10.02,0.62
6_Month,70-79,4901,456,6.45,0.6
1_Year,70-79,7715,1292,4.52,0.76
All,70-79,7805,1385,3.83,0.68
1_Month,80+,314,19,13.17,0.8
3_Month,80+,1006,80,11.7,0.93
6_Month,80+,3262,329,7.96,0.8
1_Year,80+,4933,784,5.7,0.91
All,80+,5013,852,4.6,0.78
