age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,14,65,119,285.7,29.4,12.5,0,0,0,0,0,0
12-15,7,112,30,132,34.8,10.7,0,0,0,0,0,0
16-19,10,283,28,283.8,64.7,20.4,0,0,0,0,0,0
20-29,19,696,55,197.4,62,33.1,0,0,1,0,0,0.6
30-39,22,588,62,188,55.7,50.1,0,0,1,0,0,0.8
40-49,21,663,66,135.6,67.1,70,0,1,0,0,0.1,0
50-59,31,641,49,144.5,80.8,95.7,0,2,2,0,0.3,3.9
60-69,85,1018,70,220.3,157.3,128,0,10,3,0,1.5,5.5
70-79,150,1108,62,285.2,242.3,721.7,1,21,3,1.9,4.6,34.9
80+,107,785,73,368.3,333.8,523.9,4,35,7,13.8,14.9,50.2
