period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,595,2334,6.7,26.27
3_Month,5-11,1108,5865,2.86,15.12
6_Month,5-11,2545,42746,0.55,9.24
1_Year,5-11,2545,44355,0.43,7.44
All,5-11,2545,44587,0.36,6.39
1_Month,12-15,476,705,8.28,12.26
3_Month,12-15,1037,1681,5.01,8.12
6_Month,12-15,7321,15532,3.25,6.9
1_Year,12-15,7388,16617,2.77,6.23
All,12-15,7388,16881,2.2,5.04
1_Month,16-19,614,223,13.65,4.96
3_Month,16-19,1445,665,8.12,3.74
6_Month,16-19,11644,8958,6.37,4.9
1_Year,16-19,11845,9970,5.6,4.71
All,16-19,11856,10251,4.03,3.48
1_Month,20-29,1739,524,12.96,3.9
3_Month,20-29,4569,1588,7.96,2.77
6_Month,20-29,27798,16607,7.2,4.3
1_Year,20-29,28277,18776,6.21,4.12
All,20-29,28308,19232,4.64,3.15
1_Month,30-39,1827,668,11.11,4.06
3_Month,30-39,4800,1883,6.96,2.73
6_Month,30-39,25400,14946,6.05,3.56
1_Year,30-39,25822,16524,5.25,3.36
All,30-39,25875,16846,4.26,2.77
1_Month,40-49,1896,501,10.8,2.85
3_Month,40-49,4422,1398,6.55,2.07
6_Month,40-49,22461,11043,5.77,2.84
1_Year,40-49,22815,12003,5.14,2.7
All,40-49,22877,12239,4.22,2.26
1_Month,50-59,1341,297,7.97,1.77
3_Month,50-59,3084,819,5.32,1.41
6_Month,50-59,14037,5954,5.27,2.23
1_Year,50-59,14221,6351,4.79,2.14
All,50-59,14269,6515,3.87,1.77
1_Month,60-69,967,154,5.43,0.87
3_Month,60-69,2120,421,3.86,0.77
6_Month,60-69,8114,3121,4.22,1.62
1_Year,60-69,8243,3264,3.9,1.54
All,60-69,8276,3350,3.21,1.3
1_Month,70-79,638,56,3.96,0.35
3_Month,70-79,1173,152,2.76,0.36
6_Month,70-79,3506,899,3.09,0.79
1_Year,70-79,3580,942,2.89,0.76
All,70-79,3600,991,2.45,0.67
1_Month,80+,292,35,4.13,0.5
3_Month,80+,606,93,3.17,0.49
6_Month,80+,2001,497,3.72,0.93
1_Year,80+,2045,520,3.42,0.87
All,80+,2076,565,2.72,0.74
