period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,415,6522,0.59,9.28
3_Month,5-11,1361,36185,0.33,8.69
6_Month,5-11,1361,36968,0.28,7.66
1_Year,5-11,1361,37824,0.25,6.83
All,5-11,1361,37919,0.21,5.84
1_Month,12-15,965,1655,3.2,5.49
3_Month,12-15,6183,13654,3.09,6.83
6_Month,12-15,6225,14020,2.86,6.44
1_Year,12-15,6281,14746,2.56,6.01
All,12-15,6281,14880,2.03,4.81
1_Month,16-19,1255,511,5.54,2.25
3_Month,16-19,9991,8249,6.21,5.13
6_Month,16-19,10050,8610,5.86,5.02
1_Year,16-19,10234,9205,5.36,4.82
All,16-19,10243,9462,3.77,3.48
1_Month,20-29,2902,1056,6.48,2.36
3_Month,20-29,22510,14947,7.09,4.71
6_Month,20-29,22720,15866,6.64,4.64
1_Year,20-29,23100,17003,5.91,4.35
All,20-29,23114,17387,4.28,3.22
1_Month,30-39,3085,1230,5.36,2.14
3_Month,30-39,20021,12974,5.91,3.83
6_Month,30-39,20228,13709,5.51,3.74
1_Year,30-39,20523,14492,4.96,3.5
All,30-39,20538,14739,3.91,2.81
1_Month,40-49,2598,847,4.78,1.56
3_Month,40-49,17538,9554,5.67,3.09
6_Month,40-49,17698,9991,5.39,3.04
1_Year,40-49,17957,10456,4.89,2.85
All,40-49,17975,10643,3.89,2.3
1_Month,50-59,1651,438,4.64,1.23
3_Month,50-59,10641,5053,5.33,2.53
6_Month,50-59,10729,5247,5.15,2.52
1_Year,50-59,10878,5419,4.7,2.34
All,50-59,10894,5561,3.62,1.85
1_Month,60-69,860,233,3.64,0.99
3_Month,60-69,5810,2658,4.44,2.03
6_Month,60-69,5848,2713,4.3,1.99
1_Year,60-69,5952,2789,3.94,1.85
All,60-69,5964,2855,3.04,1.46
1_Month,70-79,306,91,2.34,0.7
3_Month,70-79,2280,737,3.4,1.1
6_Month,70-79,2305,755,3.31,1.09
1_Year,70-79,2362,784,3.03,1.01
All,70-79,2371,821,2.36,0.82
1_Month,80-89,154,45,2.97,0.87
3_Month,80-89,1006,316,3.85,1.21
6_Month,80-89,1015,324,3.71,1.18
1_Year,80-89,1047,332,3.34,1.06
All,80-89,1059,361,2.45,0.84
1_Month,90+,43,9,3.21,0.67
3_Month,90+,353,80,5.08,1.15
6_Month,90+,357,80,4.9,1.1
1_Year,90+,375,84,4.48,1
All,90+,378,95,3.07,0.77
