age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,5668,7,13782,1952.7,,1511.9,0,0,1,0,,0.1
12-15,4990,954,2983,1468.7,2709.1,1225.2,2,0,3,0.6,0,1.2
16-19,5683,932,1666,1405,1590.3,1448.3,4,0,2,1,0,1.7
20-29,11020,1752,3096,1150.8,1135.4,1698.7,2,0,4,0.2,0,2.2
30-39,15840,2445,3782,1729.4,1808.2,2805.9,6,1,9,0.7,0.7,6.7
40-49,15322,1647,3028,1716.6,1670.9,2903.1,9,5,19,1,5.1,18.2
50-59,10250,947,1924,1400.8,1420,2868.4,48,10,36,6.6,15,53.7
60-69,9616,779,1726,1477.6,2019.7,3240.9,82,23,67,12.6,59.6,125.8
70-79,6102,412,1015,1279.7,1872.8,4026.3,93,22,72,19.5,100,285.6
80-89,3378,219,687,1614.6,1493,5548.4,102,18,87,48.8,122.7,702.6
90+,1261,68,264,2675,979.3,8549.2,35,6,28,74.2,86.4,906.7
