period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,884,26121,0.3,8.85
3_Month,5-11,1159,33797,0.29,8.55
6_Month,5-11,1159,34968,0.23,7.02
1_Year,5-11,1159,35366,0.21,6.55
All,5-11,1159,35448,0.19,5.69
3_Month,12-15,5803,13085,3.07,6.92
1_Month,12-15,4100,8330,3.13,6.35
6_Month,12-15,5873,13848,2.67,6.29
1_Year,12-15,5892,14147,2.46,5.91
All,12-15,5892,14264,1.98,4.8
6_Month,16-19,9624,8807,5.56,5.09
1_Month,16-19,5968,3967,5.86,3.89
1_Year,16-19,9702,9016,5.22,4.85
All,16-19,9710,9249,3.71,3.53
3_Month,16-19,9465,8051,6.26,5.33
All,20-29,21855,16946,4.21,3.26
1_Year,20-29,21844,16611,5.72,4.35
6_Month,20-29,21695,16161,6.2,4.62
3_Month,20-29,21268,14549,7.15,4.89
1_Month,20-29,14033,8014,7.04,4.02
All,30-39,19268,14299,3.85,2.86
1_Year,30-39,19262,14091,4.83,3.54
6_Month,30-39,19126,13763,5.19,3.73
3_Month,30-39,18767,12575,5.96,3.99
1_Month,30-39,13516,8010,5.88,3.49
1_Year,40-49,16882,10158,4.82,2.9
All,40-49,16894,10315,3.85,2.35
6_Month,40-49,16762,9953,5.15,3.06
3_Month,40-49,16480,9253,5.74,3.22
1_Month,40-49,11570,5668,5.56,2.72
3_Month,50-59,9911,4885,5.4,2.66
6_Month,50-59,10059,5177,4.96,2.55
1_Year,50-59,10146,5263,4.63,2.4
All,50-59,10154,5385,3.57,1.89
1_Month,50-59,6984,2985,5.22,2.23
All,60-69,5599,2762,3.03,1.5
1_Year,60-69,5593,2705,3.94,1.91
6_Month,60-69,5531,2657,4.24,2.04
3_Month,60-69,5454,2568,4.55,2.14
1_Month,60-69,3686,1581,4.36,1.87
1_Year,70-79,2224,751,3.07,1.04
3_Month,70-79,2141,702,3.52,1.16
1_Month,70-79,1412,453,3.35,1.08
All,70-79,2229,785,2.37,0.84
6_Month,70-79,2187,727,3.32,1.1
1_Month,80-89,633,211,3.65,1.22
3_Month,80-89,932,303,3.93,1.28
6_Month,80-89,956,311,3.64,1.18
1_Year,80-89,973,318,3.31,1.08
All,80-89,983,346,2.41,0.85
All,90+,365,92,3.11,0.78
1_Year,90+,362,81,4.57,1.02
6_Month,90+,349,78,4.93,1.1
3_Month,90+,341,76,5.35,1.19
1_Month,90+,235,51,4.9,1.06
