age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,354,0,669,122.9,,72.6,0,0,0,0,,0
12-15,209,109,134,75,122.6,51.8,0,0,0,0,0,0
16-19,373,63,71,97.9,81.3,55.6,0,0,1,0,0,0.8
20-29,985,136,193,103.1,76.3,108.5,0,0,1,0,0,0.6
30-39,1345,166,214,147.3,102.9,166.8,0,0,2,0,0,1.6
40-49,1378,116,168,155.2,98.9,165.8,0,2,5,0,1.7,4.9
50-59,1176,81,119,160.9,106.1,187.5,4,1,7,0.5,1.3,11
60-69,2126,88,168,328.8,232.2,285.3,18,2,5,2.8,5.3,8.5
70-79,1904,56,143,403,303.5,491,25,2,5,5.3,10.8,17.2
80+,1294,46,138,522.7,345.5,755.4,36,3,6,14.5,22.5,32.8
