period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,191,1080,2.15,12.16
3_Month,5-11,1005,12827,0.75,9.53
6_Month,5-11,1853,40006,0.4,8.68
1_Year,5-11,1853,41452,0.32,7.1
All,5-11,1853,41653,0.27,6.07
1_Month,12-15,179,266,4.34,6.44
3_Month,12-15,1974,3437,3.3,5.74
6_Month,12-15,6794,14760,3.09,6.72
1_Year,12-15,6853,15783,2.64,6.08
All,12-15,6853,15995,2.09,4.88
1_Month,16-19,280,133,7.85,3.73
3_Month,16-19,2651,1261,5.58,2.66
6_Month,16-19,10961,8743,6.15,4.9
1_Year,16-19,11141,9717,5.41,4.71
All,16-19,11152,9994,3.86,3.46
1_Month,20-29,895,326,7.42,2.7
3_Month,20-29,7171,2670,6.42,2.39
6_Month,20-29,25855,16080,6.96,4.33
1_Year,20-29,26276,18165,5.99,4.14
All,20-29,26303,18610,4.43,3.14
1_Month,30-39,1074,347,6.07,1.96
3_Month,30-39,7410,2937,5.36,2.12
6_Month,30-39,23314,14216,5.8,3.54
1_Year,30-39,23675,15727,5.03,3.34
All,30-39,23720,16037,4.05,2.74
1_Month,40-49,896,305,5.3,1.81
3_Month,40-49,6274,2145,4.8,1.64
6_Month,40-49,20325,10520,5.5,2.85
1_Year,40-49,20621,11430,4.88,2.71
All,40-49,20664,11658,3.97,2.24
1_Month,50-59,681,175,4.63,1.19
3_Month,50-59,4091,1237,4.38,1.32
6_Month,50-59,12519,5645,5.07,2.29
1_Year,50-59,12681,6023,4.59,2.18
All,50-59,12722,6182,3.66,1.78
1_Month,60-69,498,101,3.36,0.68
3_Month,60-69,2367,642,3.35,0.91
6_Month,60-69,7048,2952,4.12,1.72
1_Year,60-69,7151,3090,3.77,1.63
All,60-69,7176,3167,3.04,1.34
1_Month,70-79,258,43,2.29,0.38
3_Month,70-79,950,219,2.17,0.5
6_Month,70-79,2819,835,2.99,0.88
1_Year,70-79,2880,879,2.76,0.84
All,70-79,2898,926,2.27,0.73
1_Month,80+,164,29,2.89,0.51
3_Month,80+,560,137,2.71,0.66
6_Month,80+,1664,454,3.66,1
1_Year,80+,1712,476,3.33,0.92
All,80+,1735,520,2.56,0.77
