period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,158,338,17.46,37.35
3_Month,5-11,448,1064,14.56,34.58
6_Month,5-11,3179,11029,8.97,31.13
1_Year,5-11,5111,51503,1.03,10.37
All,5-11,5111,53237,0.71,7.35
1_Month,12-15,245,122,30.4,15.14
3_Month,12-15,558,404,22.91,16.58
6_Month,12-15,2317,2779,12.82,15.38
1_Year,12-15,9152,17636,3.83,7.38
All,12-15,9211,18963,2.65,5.46
1_Month,16-19,493,65,42.57,5.61
3_Month,16-19,884,169,33.33,6.37
6_Month,16-19,4186,1263,21.16,6.39
1_Year,16-19,15221,10026,7.66,5.04
All,16-19,15430,11289,4.99,3.65
1_Month,20-29,1219,127,40.84,4.25
3_Month,20-29,2390,333,31.88,4.44
6_Month,20-29,12452,3124,20.38,5.11
1_Year,20-29,38512,19259,8.85,4.43
All,20-29,38994,21821,5.93,3.32
1_Month,30-39,1197,145,36.34,4.4
3_Month,30-39,2563,421,28.31,4.65
6_Month,30-39,14043,3966,18.58,5.25
1_Year,30-39,37620,18280,7.82,3.8
All,30-39,38058,20124,5.72,3.02
1_Month,40-49,1482,135,38.51,3.51
3_Month,40-49,3002,402,29.22,3.91
6_Month,40-49,13768,3097,17.79,4
1_Year,40-49,34319,13668,7.62,3.04
All,40-49,34704,14832,5.77,2.46
1_Month,50-59,1241,136,30.36,3.33
3_Month,50-59,2430,307,22.41,2.83
6_Month,50-59,10081,1905,13.53,2.56
1_Year,50-59,22748,7565,7.01,2.33
All,50-59,22984,8119,5.4,1.91
1_Month,60-69,1015,62,21.46,1.31
3_Month,60-69,2102,168,15.96,1.28
6_Month,60-69,7844,1070,9.54,1.3
1_Year,60-69,14986,4030,5.84,1.57
All,60-69,15149,4256,4.71,1.32
1_Month,70-79,710,39,15.09,0.83
3_Month,70-79,1574,96,11.18,0.68
6_Month,70-79,5163,476,6.82,0.63
1_Year,70-79,8022,1314,4.65,0.76
All,70-79,8114,1407,3.94,0.68
1_Month,80+,456,39,15.17,1.3
3_Month,80+,1021,83,12.55,1.02
6_Month,80+,3436,342,8.32,0.83
1_Year,80+,5140,806,5.86,0.92
All,80+,5220,875,4.74,0.79
