age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,9832,10,76237,4748,,8354.9,0,0,0,0,,0
12-15,28176,372,18917,7791.5,6494.4,7844.7,1,0,3,0.3,0,1.2
16-19,25430,4943,8620,6393.6,7953.5,7533.8,2,0,2,0.5,0,1.7
20-29,48959,12428,14437,5320.5,6812.3,7790,2,2,5,0.2,1.1,2.7
30-39,50044,12706,13725,5698.9,7636.4,10093.7,5,3,6,0.6,1.8,4.4
40-49,51438,8197,9971,5929.6,6907.6,9440.2,12,4,20,1.4,3.4,18.9
50-59,31398,3806,4857,4373.7,4973.9,7035.4,27,16,33,3.8,20.9,47.8
60-69,22924,1935,2988,3558.2,4472,5546.4,60,15,47,9.3,34.7,87.2
70-79,14649,809,1439,3106.9,3400.6,5099.6,111,31,47,23.5,130.3,166.6
80-89,6307,361,706,3048.8,2326.5,5197.3,151,21,66,73,135.3,485.9
90+,1782,97,256,3864.9,1362.2,6649.4,56,6,30,121.5,84.3,779.2
