instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-22T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-22T00:00:00.000Z
,,,2023-01-22T00:00:00.000Z
Assuta Ashdod                 ,,,2023-01-22T00:00:00.000Z
Yosephtal Hospital            ,56.3,38.5,2023-01-22T00:00:00.000Z
Hacarmel Hospital             ,57.5,62.8,2023-01-22T00:00:00.000Z
Poriah Hospital               ,79.5,70.4,2023-01-22T00:00:00.000Z
Soroka Medical Center         ,89.9,80.8,2023-01-22T00:00:00.000Z
Bnei Ziom Medical Center      ,95,80.6,2023-01-22T00:00:00.000Z
Barzilai Medical Center       ,109.4,79.3,2023-01-22T00:00:00.000Z
,,,2023-01-22T00:00:00.000Z
Woolfson Medical Center       ,83.2,73.2,2023-01-22T00:00:00.000Z
Rabin K. Hasharon             ,87.7,82.6,2023-01-22T00:00:00.000Z
Laniado                       ,98.7,91.5,2023-01-22T00:00:00.000Z
Assaf Harofeh Medical Center  ,98.5,71,2023-01-22T00:00:00.000Z
Hadassah Mount Scopus         ,100,82.8,2023-01-22T00:00:00.000Z
Haemek Valley Center Hospital ,105.8,73.7,2023-01-22T00:00:00.000Z
Hillel Yaffeh Medical Center  ,108.9,83.5,2023-01-22T00:00:00.000Z
Hadassah Ein Kerem            ,137.9,90.5,2023-01-22T00:00:00.000Z
The Holy Family               ,,,2023-01-22T00:00:00.000Z
,,,2023-01-22T00:00:00.000Z
      Ziv Hospital            ,108.3,68.4,2023-01-22T00:00:00.000Z
Meir Hospital                 ,109.5,99.1,2023-01-22T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-22T00:00:00.000Z
Nahariya                      ,121.9,94.8,2023-01-22T00:00:00.000Z
,,,2023-01-22T00:00:00.000Z
Rambam                        ,114.1,88.2,2023-01-22T00:00:00.000Z
Shaare Zedek                  ,120,99.6,2023-01-22T00:00:00.000Z
Rabin K. Beilinson            ,122.9,95.7,2023-01-22T00:00:00.000Z
Kaplan Hospital               ,130,105,2023-01-22T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2023-01-22T00:00:00.000Z
Shmuel Harofe                 ,,,2023-01-22T00:00:00.000Z
