instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-27T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-27T00:00:00.000Z
,,,2022-12-27T00:00:00.000Z
Assuta Ashdod                 ,,,2022-12-27T00:00:00.000Z
Bnei Ziom Medical Center      ,76.9,88.9,2022-12-27T00:00:00.000Z
Barzilai Medical Center       ,104.2,85.6,2022-12-27T00:00:00.000Z
,,,2022-12-27T00:00:00.000Z
Hadassah Mount Scopus         ,75,79.2,2022-12-27T00:00:00.000Z
Hadassah Ein Kerem            ,117.5,101.5,2022-12-27T00:00:00.000Z
Hacarmel Hospital             ,,,2022-12-27T00:00:00.000Z
Hillel Yaffeh Medical Center  ,103.4,91.5,2022-12-27T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-12-27T00:00:00.000Z
The Holy Family               ,,,2022-12-27T00:00:00.000Z
,,,2022-12-27T00:00:00.000Z
Woolfson Medical Center       ,75.4,71.2,2022-12-27T00:00:00.000Z
      Ziv Hospital            ,98.4,75.8,2022-12-27T00:00:00.000Z
Yosephtal Hospital            ,,,2022-12-27T00:00:00.000Z
Laniado                       ,87.2,87,2022-12-27T00:00:00.000Z
Meir Hospital                 ,,,2022-12-27T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-27T00:00:00.000Z
Nahariya                      ,121.1,95.8,2022-12-27T00:00:00.000Z
Soroka Medical Center         ,,,2022-12-27T00:00:00.000Z
,,,2022-12-27T00:00:00.000Z
Poriah Hospital               ,71.8,69.3,2022-12-27T00:00:00.000Z
Kaplan Hospital               ,,,2022-12-27T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-12-27T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-12-27T00:00:00.000Z
Rambam                        ,97,93.4,2022-12-27T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-12-27T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-27T00:00:00.000Z
Assaf Harofeh Medical Center  ,88.8,75.4,2022-12-27T00:00:00.000Z
Shaare Zedek                  ,107.3,104.1,2022-12-27T00:00:00.000Z
