age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,27,112,0,12.5,11.7,0,0,0,0,0,0
12-15,2,61,38,42.3,19.4,13.2,0,0,0,0,0,0
16-19,6,528,60,164.5,121.7,42.7,0,1,1,0,0.2,0.7
20-29,12,1029,117,106.6,91.6,71.6,0,0,0,0,0,0
30-39,36,791,122,211.6,75.2,99.8,0,1,1,0,0.1,0.8
40-49,43,887,105,180.4,90.3,113.6,0,0,1,0,0,1.1
50-59,83,892,80,225.1,114.2,167.7,0,9,3,0,1.2,6.3
60-69,270,1592,121,318.8,264.7,224.1,0,19,4,0,3.2,7.4
70-79,516,1514,114,400.8,391.5,3779.8,4,35,4,3.1,9.1,132.6
80+,590,1280,189,789.1,670.8,1501.1,8,49,15,10.7,25.7,119.1
