period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,162,315,19.71,38.32
3_Month,5-11,393,807,17.73,36.4
6_Month,5-11,2428,7726,10.55,33.59
1_Year,5-11,5307,51706,1.09,10.6
All,5-11,5310,53626,0.73,7.39
1_Month,12-15,315,161,37.1,18.96
3_Month,12-15,693,348,32.47,16.31
6_Month,12-15,1968,1888,18.32,17.57
1_Year,12-15,9525,17738,4.02,7.48
All,12-15,9619,19158,2.76,5.5
1_Month,16-19,960,121,47.57,6
3_Month,16-19,1782,240,44.03,5.93
6_Month,16-19,4324,1010,28.29,6.61
1_Year,16-19,16367,10124,8.18,5.06
All,16-19,16610,11438,5.32,3.67
1_Month,20-29,2306,213,46.64,4.31
3_Month,20-29,4460,433,42.83,4.16
6_Month,20-29,12533,2504,26.63,5.32
1_Year,20-29,41325,19414,9.43,4.43
All,20-29,41902,22079,6.31,3.33
1_Month,30-39,2341,287,43.86,5.38
3_Month,30-39,4414,557,38.48,4.86
6_Month,30-39,13871,3232,24.13,5.62
1_Year,30-39,40369,18524,8.34,3.83
All,30-39,40919,20466,6.09,3.04
1_Month,40-49,2758,213,47.4,3.66
3_Month,40-49,5289,469,41.17,3.65
6_Month,40-49,13998,2529,23.99,4.33
1_Year,40-49,37636,13877,8.28,3.05
All,40-49,38110,15102,6.25,2.48
1_Month,50-59,2287,198,38.44,3.33
3_Month,50-59,4416,425,32.69,3.15
6_Month,50-59,10718,1667,18.73,2.91
1_Year,50-59,25516,7783,7.73,2.36
All,50-59,25789,8361,5.96,1.93
1_Month,60-69,1891,130,29.61,2.04
3_Month,60-69,3715,248,24.11,1.61
6_Month,60-69,8616,985,13.43,1.53
1_Year,60-69,17270,4177,6.55,1.58
All,60-69,17466,4413,5.3,1.34
1_Month,70-79,1234,62,19.98,1
3_Month,70-79,2560,135,16.3,0.86
6_Month,70-79,5733,456,9.54,0.76
1_Year,70-79,9548,1390,5.3,0.77
All,70-79,9653,1484,4.52,0.69
1_Month,80+,864,85,18.74,1.84
3_Month,80+,1705,157,16.25,1.5
6_Month,80+,4002,387,10.97,1.06
1_Year,80+,6193,908,6.64,0.97
All,80+,6274,978,5.41,0.84
