instituteDesc,occupancy,gOccupancy,occupancyDate
Hacarmel Hospital             ,67,72.4,2022-08-31T00:00:00.000Z
Soroka Medical Center         ,71.3,82.5,2022-08-31T00:00:00.000Z
Rabin K. Hasharon             ,72.8,70.1,2022-08-31T00:00:00.000Z
Assaf Harofeh Medical Center  ,81.9,71,2022-08-31T00:00:00.000Z
Shmuel Harofe                 ,83.3,79.2,2022-08-31T00:00:00.000Z
Laniado                       ,94.9,94.4,2022-08-31T00:00:00.000Z
Hadassah Mount Scopus         ,97.2,78.5,2022-08-31T00:00:00.000Z
Rambam                        ,99,88.6,2022-08-31T00:00:00.000Z
Chaim Sheba Medical Center    ,105.9,107.2,2022-08-31T00:00:00.000Z
Assuta Ashdod                 ,128.8,96.6,2022-08-31T00:00:00.000Z
