period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1237,4866,7.65,30.08
3_Month,5-11,1655,7252,5.04,22.09
6_Month,5-11,3260,45234,0.7,9.75
1_Year,5-11,3276,47180,0.54,7.81
All,5-11,3276,47468,0.46,6.71
1_Month,12-15,939,1297,10.47,14.47
3_Month,12-15,1308,1915,7.56,11.07
6_Month,12-15,7736,16009,3.44,7.13
1_Year,12-15,7919,17251,2.93,6.38
All,12-15,7919,17581,2.33,5.18
1_Month,16-19,1405,536,16.4,6.26
3_Month,16-19,1930,789,12.71,5.2
6_Month,16-19,12391,9170,6.69,4.95
1_Year,16-19,12732,10311,5.88,4.76
All,16-19,12748,10596,4.26,3.54
1_Month,20-29,3992,1212,16.39,4.98
3_Month,20-29,5589,1858,12.15,4.04
6_Month,20-29,29956,17126,7.61,4.35
1_Year,20-29,30775,19535,6.56,4.17
All,20-29,30814,19998,4.94,3.21
1_Month,30-39,4357,1518,14.48,5.05
3_Month,30-39,6259,2263,10.37,3.75
6_Month,30-39,27907,15696,6.47,3.64
1_Year,30-39,28594,17455,5.62,3.43
All,30-39,28654,17783,4.59,2.85
1_Month,40-49,4459,1139,14.25,3.64
3_Month,40-49,6128,1712,10.07,2.81
6_Month,40-49,25027,11618,6.24,2.89
1_Year,40-49,25612,12709,5.55,2.75
All,40-49,25686,12951,4.59,2.31
1_Month,50-59,2942,683,10.08,2.34
3_Month,50-59,4137,1004,7.53,1.83
6_Month,50-59,15673,6306,5.61,2.26
1_Year,50-59,16007,6769,5.12,2.17
All,50-59,16061,6936,4.18,1.8
1_Month,60-69,2157,342,7.01,1.11
3_Month,60-69,3030,534,5.33,0.94
6_Month,60-69,9379,3304,4.53,1.59
1_Year,60-69,9588,3471,4.2,1.52
All,60-69,9625,3562,3.51,1.3
1_Month,70-79,1275,129,4.68,0.47
3_Month,70-79,1748,209,3.68,0.44
6_Month,70-79,4216,977,3.32,0.77
1_Year,70-79,4318,1025,3.13,0.74
All,70-79,4338,1076,2.69,0.67
1_Month,80+,726,78,5.64,0.61
3_Month,80+,1008,126,4.48,0.56
6_Month,80+,2474,540,4.08,0.89
1_Year,80+,2528,565,3.76,0.84
All,80+,2559,610,3.06,0.73
