period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,241,1845,1.51,11.54
3_Month,5-11,1242,20142,0.57,9.22
6_Month,5-11,1813,39818,0.39,8.64
1_Year,5-11,1813,41263,0.31,7.08
All,5-11,1813,41450,0.26,6.05
1_Month,12-15,240,502,3.18,6.65
3_Month,12-15,3077,5397,3.27,5.74
6_Month,12-15,6755,14723,3.08,6.71
1_Year,12-15,6812,15747,2.63,6.08
All,12-15,6812,15947,2.08,4.88
1_Month,16-19,387,239,6.1,3.77
3_Month,16-19,4257,2140,5.67,2.85
6_Month,16-19,10934,8732,6.14,4.91
1_Year,16-19,11114,9700,5.4,4.72
All,16-19,11124,9975,3.86,3.46
1_Month,20-29,1357,648,6.39,3.05
3_Month,20-29,10698,4247,6.58,2.61
6_Month,20-29,25753,16054,6.95,4.33
1_Year,20-29,26175,18130,5.98,4.14
All,20-29,26199,18570,4.43,3.14
1_Month,30-39,1607,742,5.49,2.53
3_Month,30-39,10925,4716,5.5,2.38
6_Month,30-39,23184,14191,5.79,3.54
1_Year,30-39,23543,15689,5.02,3.34
All,30-39,23586,15994,4.04,2.74
1_Month,40-49,1361,566,4.93,2.05
3_Month,40-49,9107,3466,4.92,1.87
6_Month,40-49,20224,10498,5.5,2.85
1_Year,40-49,20516,11406,4.88,2.71
All,40-49,20557,11631,3.96,2.24
1_Month,50-59,940,345,4.05,1.49
3_Month,50-59,5820,1887,4.55,1.47
6_Month,50-59,12447,5633,5.08,2.3
1_Year,50-59,12608,6008,4.59,2.19
All,50-59,12648,6166,3.66,1.78
1_Month,60-69,676,174,3.07,0.79
3_Month,60-69,3200,978,3.51,1.07
6_Month,60-69,6977,2947,4.12,1.74
1_Year,60-69,7079,3081,3.77,1.64
All,60-69,7103,3158,3.04,1.35
1_Month,70-79,338,63,2.16,0.4
3_Month,70-79,1258,312,2.37,0.59
6_Month,70-79,2783,825,3,0.89
1_Year,70-79,2843,870,2.77,0.85
All,70-79,2861,916,2.27,0.73
1_Month,80+,203,38,2.66,0.5
3_Month,80+,726,184,2.83,0.72
6_Month,80+,1640,451,3.66,1.01
1_Year,80+,1689,472,3.32,0.93
All,80+,1711,516,2.55,0.77
