age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,520,0,946,180.1,,102.8,0,0,0,0,,0
12-15,382,173,190,135.2,201.6,73.7,0,0,0,0,0,0
16-19,642,92,118,167.6,121.8,92.5,1,0,1,0.3,0,0.8
20-29,1898,280,290,198.6,158.3,162.2,1,0,2,0.1,0,1.1
30-39,2299,295,349,251.8,183.8,270.6,0,0,3,0,0,2.3
40-49,2308,186,242,259.9,159.2,237.7,1,4,4,0.1,3.4,3.9
50-59,2094,153,198,286.6,201,308,6,1,10,0.8,1.3,15.6
60-69,3244,133,241,501.8,352.3,407.4,27,3,7,4.2,7.9,11.8
70-79,2827,86,205,599.3,468.1,684.9,28,3,8,5.9,16.3,26.7
80+,1925,70,224,777.4,526.8,1229.2,59,3,14,23.8,22.6,76.8
