instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-10T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-10T00:00:00.000Z
,,,2022-12-10T00:00:00.000Z
Hacarmel Hospital             ,60.4,60.7,2022-12-10T00:00:00.000Z
Rabin K. Hasharon             ,60.5,59.8,2022-12-10T00:00:00.000Z
Yosephtal Hospital            ,62.5,52.3,2022-12-10T00:00:00.000Z
Woolfson Medical Center       ,69.7,66,2022-12-10T00:00:00.000Z
Soroka Medical Center         ,74.8,74.7,2022-12-10T00:00:00.000Z
      Ziv Hospital            ,75,64.3,2022-12-10T00:00:00.000Z
Poriah Hospital               ,76.9,65.6,2022-12-10T00:00:00.000Z
Meir Hospital                 ,84,86.2,2022-12-10T00:00:00.000Z
Barzilai Medical Center       ,89.6,74.5,2022-12-10T00:00:00.000Z
Bnei Ziom Medical Center      ,90.1,77.8,2022-12-10T00:00:00.000Z
Hadassah Mount Scopus         ,100,71.2,2022-12-10T00:00:00.000Z
Assuta Ashdod                 ,105.1,83.6,2022-12-10T00:00:00.000Z
,,,2022-12-10T00:00:00.000Z
Laniado                       ,91,84,2022-12-10T00:00:00.000Z
Haemek Valley Center Hospital ,93.5,71.5,2022-12-10T00:00:00.000Z
Rambam                        ,102.5,84.1,2022-12-10T00:00:00.000Z
Hillel Yaffeh Medical Center  ,104.1,83.1,2022-12-10T00:00:00.000Z
Chaim Sheba Medical Center    ,105.9,103.9,2022-12-10T00:00:00.000Z
Kaplan Hospital               ,106.7,91.5,2022-12-10T00:00:00.000Z
Hadassah Ein Kerem            ,131.1,89.7,2022-12-10T00:00:00.000Z
The Holy Family               ,,,2022-12-10T00:00:00.000Z
,,,2022-12-10T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-10T00:00:00.000Z
Nahariya                      ,104.2,81.8,2022-12-10T00:00:00.000Z
,,,2022-12-10T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-12-10T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-10T00:00:00.000Z
Assaf Harofeh Medical Center  ,82.6,64.2,2022-12-10T00:00:00.000Z
Shaare Zedek                  ,,,2022-12-10T00:00:00.000Z
