period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,166,342,18.44,38
3_Month,5-11,463,979,16.79,35.5
6_Month,5-11,3131,10522,9.65,32.44
1_Year,5-11,5241,51666,1.07,10.51
All,5-11,5241,53473,0.72,7.38
1_Month,12-15,383,162,38.03,16.09
3_Month,12-15,761,424,29.13,16.23
6_Month,12-15,2463,2661,15.13,16.34
1_Year,12-15,9451,17738,3.96,7.44
All,12-15,9515,19090,2.73,5.49
1_Month,16-19,883,123,45.61,6.35
3_Month,16-19,1445,226,40.18,6.28
6_Month,16-19,4688,1277,24.2,6.59
1_Year,16-19,15938,10106,7.97,5.05
All,16-19,16152,11387,5.19,3.66
1_Month,20-29,2236,194,45.98,3.99
3_Month,20-29,3673,385,39.46,4.14
6_Month,20-29,13617,3084,23.25,5.27
1_Year,20-29,40304,19377,9.2,4.42
All,20-29,40803,21977,6.17,3.32
1_Month,30-39,2091,250,40.87,4.89
3_Month,30-39,3703,506,34.76,4.75
6_Month,30-39,15101,3928,21.04,5.47
1_Year,30-39,39302,18455,8.13,3.82
All,30-39,39755,20336,5.93,3.04
1_Month,40-49,2648,199,45.36,3.41
3_Month,40-49,4504,458,37.12,3.78
6_Month,40-49,15190,3065,20.67,4.17
1_Year,40-49,36437,13808,8.03,3.04
All,40-49,36843,14992,6.07,2.47
1_Month,50-59,2157,187,36.03,3.12
3_Month,50-59,3691,370,28.93,2.9
6_Month,50-59,11255,1926,15.89,2.72
1_Year,50-59,24452,7696,7.44,2.34
All,50-59,24697,8256,5.74,1.92
1_Month,60-69,1724,114,27.01,1.79
3_Month,60-69,3090,204,20.88,1.38
6_Month,60-69,8828,1097,11.31,1.41
1_Year,60-69,16370,4113,6.27,1.57
All,60-69,16539,4342,5.07,1.33
1_Month,70-79,1123,62,17.96,0.99
3_Month,70-79,2153,110,13.92,0.71
6_Month,70-79,5786,492,8.03,0.68
1_Year,70-79,8913,1354,5.03,0.76
All,70-79,9008,1448,4.28,0.69
1_Month,80+,773,79,17.75,1.81
3_Month,80+,1400,131,14.52,1.36
6_Month,80+,3939,391,9.57,0.95
1_Year,80+,5757,867,6.32,0.95
All,80+,5837,937,5.14,0.82
