age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2,0,2246,30.2,0,209.6,0,0,0,0,0,0
12-15,322,0,404,90.5,0,161.2,0,0,0,0,0,0
16-19,149,49,186,39.7,62.1,157.2,0,0,1,0,0,0.8
20-29,498,164,287,57.3,75.9,145.9,0,1,2,0,0.5,1
30-39,574,223,298,68.6,114.3,205.7,0,0,5,0,0,3.5
40-49,543,159,217,64.8,114.7,193.4,0,2,15,0,1.4,13.4
50-59,328,43,121,46.9,49,162.5,2,1,15,0.3,1.1,20.1
60-69,202,35,74,31.7,71.9,133,3,2,15,0.5,4.1,27
70-79,103,12,33,22.2,45.5,102.1,1,4,5,0.2,15.2,15.5
80-89,31,3,21,15.3,17.8,124.6,1,0,6,0.5,0,35.6
90+,4,2,3,9.2,27.3,48.9,0,0,0,0,0,0
