instituteDesc,occupancy,gOccupancy,occupancyDate
Hadassah Mount Scopus         ,77.8,70.1,2022-06-07T00:00:00.000Z
SOROKA MEDICAL CENTER         ,78.3,85.3,2022-06-07T00:00:00.000Z
Rabin K. HaSharon             ,78.1,67.6,2022-06-07T00:00:00.000Z
HACARMEL HOSPITAL             ,80.2,81.6,2022-06-07T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,91.8,77.5,2022-06-07T00:00:00.000Z
      ZIV HOSPITAL            ,92.2,76.4,2022-06-07T00:00:00.000Z
PORIAH HOSPITAL               ,92.3,83.9,2022-06-07T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,95.4,72.5,2022-06-07T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,100,82.4,2022-06-07T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,100,63.1,2022-06-07T00:00:00.000Z
Rambam                        ,100,87.7,2022-06-07T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,103.9,75.1,2022-06-07T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,106.3,88.4,2022-06-07T00:00:00.000Z
KAPLAN HOSPITAL               ,111.3,95.9,2022-06-07T00:00:00.000Z
NAHARIYA                      ,115.8,95.1,2022-06-07T00:00:00.000Z
Laniado                       ,116.7,89.4,2022-06-07T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,117.8,95.9,2022-06-07T00:00:00.000Z
Rabin K. Beilinson            ,120.3,91.7,2022-06-07T00:00:00.000Z
Assuta Ashdod                 ,122,110.2,2022-06-07T00:00:00.000Z
Hadassah Ein Kerem            ,122.3,96.3,2022-06-07T00:00:00.000Z
