period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,210,990,4.01,18.91
3_Month,5-11,745,5321,1.51,10.81
6_Month,5-11,2012,40723,0.44,8.85
1_Year,5-11,2012,42220,0.34,7.18
All,5-11,2012,42451,0.29,6.15
1_Month,12-15,171,250,5.8,8.47
3_Month,12-15,847,1441,3.47,5.91
6_Month,12-15,6885,14934,3.11,6.75
1_Year,12-15,6946,15981,2.65,6.1
All,12-15,6946,16235,2.1,4.92
1_Month,16-19,190,75,9.46,3.73
3_Month,16-19,1279,618,5.84,2.82
6_Month,16-19,11109,8783,6.19,4.89
1_Year,16-19,11297,9770,5.44,4.71
All,16-19,11308,10051,3.9,3.46
1_Month,20-29,508,176,8.56,2.97
3_Month,20-29,4151,1428,6.35,2.18
6_Month,20-29,26233,16177,6.99,4.31
1_Year,20-29,26670,18293,6.02,4.13
All,20-29,26701,18748,4.47,3.14
1_Month,30-39,602,224,7.4,2.75
3_Month,30-39,4196,1576,5.47,2.05
6_Month,30-39,23756,14369,5.84,3.53
1_Year,30-39,24132,15898,5.06,3.33
All,30-39,24184,16216,4.08,2.74
1_Month,40-49,554,146,6.54,1.72
3_Month,40-49,3561,1177,4.83,1.6
6_Month,40-49,20732,10615,5.53,2.83
1_Year,40-49,21048,11543,4.91,2.69
All,40-49,21107,11779,4,2.23
1_Month,50-59,384,70,5.15,0.94
3_Month,50-59,2453,713,4.17,1.21
6_Month,50-59,12807,5690,5.08,2.26
1_Year,50-59,12980,6076,4.61,2.16
All,50-59,13026,6239,3.69,1.76
1_Month,60-69,296,51,3.7,0.64
3_Month,60-69,1594,376,3.15,0.74
6_Month,60-69,7252,2987,4.1,1.69
1_Year,60-69,7363,3127,3.76,1.6
All,60-69,7396,3210,3.06,1.33
1_Month,70-79,158,24,2.34,0.35
3_Month,70-79,705,117,2.01,0.33
6_Month,70-79,2923,853,2.94,0.86
1_Year,70-79,2989,895,2.73,0.82
All,70-79,3009,944,2.27,0.71
1_Month,80+,94,16,3.29,0.56
3_Month,80+,416,78,2.64,0.5
6_Month,80+,1732,464,3.64,0.98
1_Year,80+,1777,487,3.31,0.91
All,80+,1806,532,2.58,0.76
