age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,168,0,346,58.9,,37.4,0,0,0,0,,0
12-15,128,79,104,47,85.5,39.8,0,0,1,0,0,0.4
16-19,192,42,38,51.1,51.7,29.5,0,0,0,0,0,0
20-29,580,85,115,61,46.7,64.8,1,0,1,0.1,0,0.6
30-39,893,126,142,98.1,77.1,110.4,0,0,1,0,0,0.8
40-49,992,82,108,112,69.1,105.8,0,1,2,0,0.8,2
50-59,1003,45,96,137.2,58.2,153.6,2,1,3,0.3,1.3,4.8
60-69,1668,52,124,258.3,135.3,209.4,12,2,2,1.9,5.2,3.4
70-79,1720,36,112,362.9,192,411.4,23,1,5,4.9,5.3,18.4
80+,898,32,68,362.8,237.9,373.3,17,1,3,6.9,7.4,16.5
