instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. HaSharon             ,63.2,56.4,2022-05-29T00:00:00.000Z
HACARMEL HOSPITAL             ,67,84.3,2022-05-29T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,68.8,40,2022-05-29T00:00:00.000Z
Hadassah Mount Scopus         ,72.2,67.7,2022-05-29T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,77.9,81.3,2022-05-29T00:00:00.000Z
SOROKA MEDICAL CENTER         ,78.7,80.1,2022-05-29T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,80.2,78.1,2022-05-29T00:00:00.000Z
MEIR HOSPITAL                 ,81,81.6,2022-05-29T00:00:00.000Z
TEL AVIV MEDICAL CENTER       ,89,119,2022-05-29T00:00:00.000Z
PORIAH HOSPITAL               ,89.7,75.2,2022-05-29T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,91.7,81.8,2022-05-29T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,93.4,68.4,2022-05-29T00:00:00.000Z
      ZIV HOSPITAL            ,100,66,2022-05-29T00:00:00.000Z
Hadassah Ein Kerem            ,102.9,85.2,2022-05-29T00:00:00.000Z
Laniado                       ,102.6,97.2,2022-05-29T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,103.4,89.5,2022-05-29T00:00:00.000Z
NAHARIYA                      ,103.7,87.5,2022-05-29T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,104.5,79.5,2022-05-29T00:00:00.000Z
Rambam                        ,104.5,90.4,2022-05-29T00:00:00.000Z
Shmuel HaRofe                 ,108.3,82.7,2022-05-29T00:00:00.000Z
KAPLAN HOSPITAL               ,111.3,96.5,2022-05-29T00:00:00.000Z
Shaare Zedek                  ,112.7,101.7,2022-05-29T00:00:00.000Z
Rabin K. Beilinson            ,113.2,95.7,2022-05-29T00:00:00.000Z
Assuta Ashdod                 ,120.3,96.6,2022-05-29T00:00:00.000Z
