period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,1152,35368,0.19,5.69
1_Year,5-11,1152,35286,0.21,6.55
6_Month,5-11,1152,34888,0.23,7.02
3_Month,5-11,1152,33717,0.29,8.55
1_Month,5-11,877,26041,0.3,8.86
All,12-15,5871,14247,1.98,4.8
1_Year,12-15,5871,14130,2.46,5.91
6_Month,12-15,5852,13831,2.66,6.3
3_Month,12-15,5782,13068,3.06,6.93
1_Month,12-15,4079,8313,3.12,6.36
1_Month,16-19,5945,3955,5.86,3.9
3_Month,16-19,9442,8039,6.27,5.33
6_Month,16-19,9601,8795,5.56,5.09
1_Year,16-19,9679,9004,5.22,4.85
All,16-19,9687,9237,3.71,3.53
1_Month,20-29,13982,7993,7.04,4.02
3_Month,20-29,21217,14528,7.15,4.9
6_Month,20-29,21644,16140,6.2,4.63
1_Year,20-29,21793,16590,5.72,4.35
All,20-29,21804,16925,4.2,3.26
3_Month,30-39,18727,12556,5.96,4
All,30-39,19228,14280,3.85,2.86
1_Year,30-39,19222,14072,4.84,3.54
6_Month,30-39,19086,13744,5.19,3.74
1_Month,30-39,13476,7991,5.89,3.49
All,40-49,16847,10306,3.85,2.35
1_Year,40-49,16835,10149,4.82,2.91
6_Month,40-49,16715,9944,5.15,3.06
3_Month,40-49,16433,9244,5.74,3.23
1_Month,40-49,11523,5659,5.56,2.73
All,50-59,10122,5380,3.56,1.89
1_Year,50-59,10114,5258,4.63,2.41
6_Month,50-59,10027,5172,4.96,2.56
3_Month,50-59,9879,4880,5.4,2.67
1_Month,50-59,6952,2980,5.22,2.24
All,60-69,5584,2757,3.03,1.5
1_Year,60-69,5578,2700,3.94,1.91
6_Month,60-69,5516,2652,4.24,2.04
3_Month,60-69,5439,2563,4.55,2.14
1_Month,60-69,3671,1576,4.36,1.87
1_Month,70-79,1408,451,3.36,1.08
6_Month,70-79,2183,725,3.33,1.1
3_Month,70-79,2137,700,3.53,1.16
1_Year,70-79,2220,749,3.07,1.04
All,70-79,2225,783,2.37,0.84
All,80-89,981,346,2.41,0.85
1_Year,80-89,971,318,3.31,1.08
6_Month,80-89,954,311,3.64,1.19
3_Month,80-89,930,303,3.93,1.28
1_Month,80-89,631,211,3.66,1.22
All,90+,363,92,3.1,0.79
1_Year,90+,360,81,4.55,1.02
3_Month,90+,339,76,5.34,1.2
1_Month,90+,233,51,4.88,1.07
6_Month,90+,347,78,4.92,1.11
