instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-16T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-16T00:00:00.000Z
,,,2023-01-16T00:00:00.000Z
Assuta Ashdod                 ,,,2023-01-16T00:00:00.000Z
Bnei Ziom Medical Center      ,98.3,83.7,2023-01-16T00:00:00.000Z
Barzilai Medical Center       ,101.6,87.8,2023-01-16T00:00:00.000Z
,,,2023-01-16T00:00:00.000Z
Hadassah Mount Scopus         ,88.9,75.2,2023-01-16T00:00:00.000Z
Hadassah Ein Kerem            ,122.3,98.2,2023-01-16T00:00:00.000Z
Hacarmel Hospital             ,,,2023-01-16T00:00:00.000Z
Hillel Yaffeh Medical Center  ,98.6,84.7,2023-01-16T00:00:00.000Z
Haemek Valley Center Hospital ,,,2023-01-16T00:00:00.000Z
The Holy Family               ,,,2023-01-16T00:00:00.000Z
,,,2023-01-16T00:00:00.000Z
Woolfson Medical Center       ,84,75.8,2023-01-16T00:00:00.000Z
      Ziv Hospital            ,95.8,80.5,2023-01-16T00:00:00.000Z
Yosephtal Hospital            ,,,2023-01-16T00:00:00.000Z
Poriah Hospital               ,91,78.2,2023-01-16T00:00:00.000Z
Laniado                       ,96.2,84.9,2023-01-16T00:00:00.000Z
Meir Hospital                 ,,,2023-01-16T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-16T00:00:00.000Z
Nahariya                      ,111.4,90.7,2023-01-16T00:00:00.000Z
Soroka Medical Center         ,,,2023-01-16T00:00:00.000Z
,,,2023-01-16T00:00:00.000Z
Kaplan Hospital               ,,,2023-01-16T00:00:00.000Z
Rabin K. Beilinson            ,,,2023-01-16T00:00:00.000Z
Rabin K. Hasharon             ,,,2023-01-16T00:00:00.000Z
Rambam                        ,100,91.7,2023-01-16T00:00:00.000Z
Chaim Sheba Medical Center    ,113.3,107.3,2023-01-16T00:00:00.000Z
Shmuel Harofe                 ,,,2023-01-16T00:00:00.000Z
Assaf Harofeh Medical Center  ,100,74.9,2023-01-16T00:00:00.000Z
Shaare Zedek                  ,118,100.7,2023-01-16T00:00:00.000Z
