period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
6_Month,5-11,1331,36756,0.27,7.57
1_Year,5-11,1331,37566,0.24,6.79
All,5-11,1331,37657,0.21,5.82
3_Month,5-11,1331,35947,0.32,8.66
1_Month,5-11,478,8834,0.5,9.28
3_Month,12-15,6151,13612,3.09,6.84
6_Month,12-15,6196,14010,2.84,6.42
All,12-15,6248,14832,2.03,4.81
1_Month,12-15,1319,2325,3.27,5.76
1_Year,12-15,6248,14701,2.55,6
All,16-19,10189,9433,3.76,3.48
1_Month,16-19,1646,742,5.57,2.51
3_Month,16-19,9938,8222,6.22,5.15
6_Month,16-19,10004,8621,5.82,5.01
1_Year,16-19,10180,9179,5.35,4.82
All,20-29,22960,17336,4.27,3.22
1_Year,20-29,22948,16962,5.9,4.36
3_Month,20-29,22359,14907,7.1,4.73
1_Month,20-29,3750,1479,6.64,2.62
6_Month,20-29,22595,15893,6.6,4.64
1_Year,30-39,20370,14454,4.94,3.51
6_Month,30-39,20088,13710,5.48,3.74
3_Month,30-39,19867,12943,5.91,3.85
1_Month,30-39,4003,1668,5.41,2.25
All,30-39,20382,14693,3.9,2.81
1_Month,40-49,3401,1167,4.9,1.68
3_Month,40-49,17431,9526,5.68,3.11
6_Month,40-49,17599,9996,5.37,3.05
1_Year,40-49,17845,10425,4.89,2.86
All,40-49,17861,10609,3.89,2.31
1_Month,50-59,2146,618,4.8,1.38
6_Month,50-59,10648,5230,5.14,2.53
3_Month,50-59,10559,5026,5.35,2.54
1_Year,50-59,10799,5394,4.7,2.35
All,50-59,10811,5533,3.62,1.85
1_Month,60-69,1084,328,3.69,1.12
All,60-69,5907,2837,3.04,1.46
1_Year,60-69,5898,2772,3.94,1.85
6_Month,60-69,5798,2702,4.3,2
3_Month,60-69,5755,2641,4.44,2.04
All,70-79,2344,820,2.36,0.82
6_Month,70-79,2279,755,3.31,1.1
3_Month,70-79,2253,736,3.41,1.11
1_Month,70-79,387,123,2.46,0.78
1_Year,70-79,2336,784,3.03,1.02
1_Month,80-89,185,62,2.93,0.98
3_Month,80-89,994,314,3.86,1.22
6_Month,80-89,1003,322,3.7,1.19
1_Year,80-89,1036,331,3.34,1.07
All,80-89,1047,359,2.44,0.84
All,90+,374,94,3.06,0.77
1_Year,90+,371,83,4.48,1
6_Month,90+,353,79,4.9,1.1
3_Month,90+,349,79,5.1,1.15
1_Month,90+,56,12,3.44,0.74
