section,male,female,period
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 3, 'percentage': 0}",6 חודשים
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 2, 'percentage': 0}",3 חודשים
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 3, 'percentage': 0}",שנה
10-19,"{'amount': 3, 'percentage': 0}","{'amount': 0, 'percentage': 0}",6 חודשים
10-19,"{'amount': 1, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 4, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה
10-19,"{'amount': 3, 'percentage': 0}","{'amount': 3, 'percentage': 0}",שנה
20-29,"{'amount': 18, 'percentage': 1}","{'amount': 9, 'percentage': 0}",6 חודשים
20-29,"{'amount': 13, 'percentage': 1}","{'amount': 3, 'percentage': 0}",3 חודשים
20-29,"{'amount': 1, 'percentage': 1}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 19, 'percentage': 0}","{'amount': 11, 'percentage': 0}",שנה
20-29,"{'amount': 19, 'percentage': 0}","{'amount': 12, 'percentage': 0}",מתחילת קורונה
30-39,"{'amount': 1, 'percentage': 1}","{'amount': 1, 'percentage': 1}",חודש אחרון
30-39,"{'amount': 18, 'percentage': 1}","{'amount': 17, 'percentage': 0}",6 חודשים
30-39,"{'amount': 27, 'percentage': 0}","{'amount': 21, 'percentage': 0}",שנה
30-39,"{'amount': 28, 'percentage': 0}","{'amount': 21, 'percentage': 0}",מתחילת קורונה
30-39,"{'amount': 14, 'percentage': 1}","{'amount': 11, 'percentage': 1}",3 חודשים
40-49,"{'amount': 2, 'percentage': 1}","{'amount': 6, 'percentage': 3}",חודש אחרון
40-49,"{'amount': 46, 'percentage': 1}","{'amount': 46, 'percentage': 1}",6 חודשים
40-49,"{'amount': 65, 'percentage': 1}","{'amount': 54, 'percentage': 1}",שנה
40-49,"{'amount': 66, 'percentage': 1}","{'amount': 56, 'percentage': 1}",מתחילת קורונה
40-49,"{'amount': 32, 'percentage': 2}","{'amount': 27, 'percentage': 2}",3 חודשים
50-59,"{'amount': 158, 'percentage': 4}","{'amount': 76, 'percentage': 2}",6 חודשים
50-59,"{'amount': 237, 'percentage': 4}","{'amount': 114, 'percentage': 2}",שנה
50-59,"{'amount': 241, 'percentage': 4}","{'amount': 118, 'percentage': 2}",מתחילת קורונה
50-59,"{'amount': 17, 'percentage': 9}","{'amount': 5, 'percentage': 3}",חודש אחרון
50-59,"{'amount': 82, 'percentage': 5}","{'amount': 42, 'percentage': 2}",3 חודשים
60-69,"{'amount': 637, 'percentage': 10}","{'amount': 298, 'percentage': 5}",מתחילת קורונה
60-69,"{'amount': 24, 'percentage': 12}","{'amount': 22, 'percentage': 11}",חודש אחרון
60-69,"{'amount': 192, 'percentage': 11}","{'amount': 106, 'percentage': 6}",3 חודשים
60-69,"{'amount': 625, 'percentage': 10}","{'amount': 291, 'percentage': 5}",שנה
60-69,"{'amount': 419, 'percentage': 11}","{'amount': 204, 'percentage': 5}",6 חודשים
70-79,"{'amount': 265, 'percentage': 15}","{'amount': 208, 'percentage': 12}",3 חודשים
70-79,"{'amount': 1021, 'percentage': 16}","{'amount': 592, 'percentage': 9}",מתחילת קורונה
70-79,"{'amount': 988, 'percentage': 16}","{'amount': 576, 'percentage': 9}",שנה
70-79,"{'amount': 602, 'percentage': 16}","{'amount': 391, 'percentage': 10}",6 חודשים
70-79,"{'amount': 22, 'percentage': 11}","{'amount': 30, 'percentage': 15}",חודש אחרון
80-89,"{'amount': 1106, 'percentage': 17}","{'amount': 985, 'percentage': 16}",מתחילת קורונה
80-89,"{'amount': 254, 'percentage': 14}","{'amount': 282, 'percentage': 16}",3 חודשים
80-89,"{'amount': 23, 'percentage': 12}","{'amount': 26, 'percentage': 13}",חודש אחרון
80-89,"{'amount': 1074, 'percentage': 18}","{'amount': 950, 'percentage': 15}",שנה
80-89,"{'amount': 619, 'percentage': 16}","{'amount': 603, 'percentage': 16}",6 חודשים
90+,"{'amount': 113, 'percentage': 6}","{'amount': 144, 'percentage': 8}",3 חודשים
90+,"{'amount': 274, 'percentage': 7}","{'amount': 334, 'percentage': 9}",6 חודשים
90+,"{'amount': 470, 'percentage': 8}","{'amount': 620, 'percentage': 10}",שנה
90+,"{'amount': 490, 'percentage': 8}","{'amount': 657, 'percentage': 10}",מתחילת קורונה
90+,"{'amount': 12, 'percentage': 6}","{'amount': 5, 'percentage': 3}",חודש אחרון
