period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,377,2893,1.24,9.54
3_Month,5-11,1684,37880,0.39,8.88
6_Month,5-11,1729,39162,0.37,8.43
1_Year,5-11,1729,40535,0.3,7.02
All,5-11,1729,40665,0.25,5.99
1_Month,12-15,544,804,3.58,5.29
3_Month,12-15,6409,13753,3.16,6.78
6_Month,12-15,6715,14529,3.07,6.64
1_Year,12-15,6799,15500,2.65,6.04
All,12-15,6799,15657,2.1,4.83
1_Month,16-19,771,330,5.43,2.32
3_Month,16-19,10169,8007,6.13,4.82
6_Month,16-19,10743,8649,6.09,4.9
1_Year,16-19,10975,9512,5.41,4.69
All,16-19,10984,9779,3.85,3.43
1_Month,20-29,2740,718,6.28,1.65
3_Month,20-29,23902,14642,7.02,4.3
6_Month,20-29,25199,15801,6.92,4.34
1_Year,20-29,25737,17641,6.01,4.12
All,20-29,25758,18064,4.42,3.1
1_Month,30-39,2548,799,5.38,1.69
3_Month,30-39,21658,13086,5.86,3.54
6_Month,30-39,22511,13895,5.77,3.56
1_Year,30-39,22945,15216,5.03,3.34
All,30-39,22977,15509,4.03,2.72
1_Month,40-49,2159,581,4.77,1.28
3_Month,40-49,18804,9616,5.55,2.84
6_Month,40-49,19672,10192,5.51,2.85
1_Year,40-49,20024,10980,4.91,2.69
All,40-49,20059,11192,3.97,2.21
1_Month,50-59,1413,382,4.03,1.09
3_Month,50-59,11507,5163,5.12,2.3
6_Month,50-59,12019,5455,5.11,2.32
1_Year,50-59,12216,5773,4.64,2.19
All,50-59,12250,5925,3.66,1.77
1_Month,60-69,860,175,3.11,0.63
3_Month,60-69,6383,2697,4.2,1.77
6_Month,60-69,6638,2831,4.18,1.78
1_Year,60-69,6759,2942,3.83,1.67
All,60-69,6782,3016,3.05,1.36
1_Month,70-79,339,42,1.93,0.24
3_Month,70-79,2488,750,3.07,0.92
6_Month,70-79,2606,782,3.08,0.92
1_Year,70-79,2675,820,2.84,0.87
All,70-79,2689,862,2.29,0.73
1_Month,80-89,126,22,2.04,0.36
3_Month,80-89,1087,324,3.49,1.04
6_Month,80-89,1126,339,3.48,1.05
1_Year,80-89,1165,350,3.15,0.95
All,80-89,1178,380,2.4,0.77
1_Month,90+,40,4,3.08,0.31
3_Month,90+,371,79,4.66,0.99
6_Month,90+,389,84,4.72,1.02
1_Year,90+,406,88,4.28,0.93
All,90+,413,99,3.05,0.73
