period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,313,2107,1.6,10.79
3_Month,5-11,1319,22555,0.53,9.11
6_Month,5-11,1836,39683,0.4,8.6
1_Year,5-11,1836,41133,0.32,7.06
All,5-11,1836,41306,0.27,6.04
1_Month,12-15,346,543,3.78,5.93
3_Month,12-15,3501,6107,3.26,5.69
6_Month,12-15,6803,14635,3.1,6.67
1_Year,12-15,6893,15636,2.66,6.04
All,12-15,6893,15822,2.11,4.84
1_Month,16-19,540,244,6.72,3.04
3_Month,16-19,4950,2517,5.72,2.91
6_Month,16-19,10946,8691,6.16,4.89
1_Year,16-19,11182,9602,5.44,4.67
All,16-19,11191,9876,3.89,3.43
1_Month,20-29,1828,561,6.8,2.09
3_Month,20-29,12503,4973,6.7,2.67
6_Month,20-29,25786,15911,6.97,4.3
1_Year,20-29,26345,17846,6.03,4.09
All,20-29,26369,18284,4.46,3.09
1_Month,30-39,2045,634,5.95,1.84
3_Month,30-39,12587,5489,5.61,2.45
6_Month,30-39,23239,14030,5.81,3.51
1_Year,30-39,23697,15426,5.06,3.3
All,30-39,23736,15728,4.07,2.7
1_Month,40-49,1727,500,5.31,1.54
3_Month,40-49,10615,3976,5.09,1.91
6_Month,40-49,20291,10346,5.53,2.82
1_Year,40-49,20660,11180,4.93,2.67
All,40-49,20699,11401,4,2.2
1_Month,50-59,1182,298,4.37,1.1
3_Month,50-59,6754,2163,4.71,1.51
6_Month,50-59,12478,5544,5.11,2.27
1_Year,50-59,12681,5880,4.64,2.15
All,50-59,12719,6035,3.69,1.75
1_Month,60-69,782,154,3.18,0.63
3_Month,60-69,3677,1128,3.65,1.12
6_Month,60-69,6981,2901,4.14,1.72
1_Year,60-69,7103,3014,3.81,1.61
All,60-69,7127,3091,3.06,1.33
1_Month,70-79,366,48,2.16,0.28
3_Month,70-79,1409,346,2.47,0.61
6_Month,70-79,2778,806,3.02,0.88
1_Year,70-79,2846,843,2.8,0.83
All,70-79,2864,889,2.29,0.71
1_Month,80-89,151,26,2.34,0.4
3_Month,80-89,608,163,2.74,0.73
6_Month,80-89,1204,353,3.41,1
1_Year,80-89,1242,364,3.11,0.91
All,80-89,1256,395,2.4,0.76
1_Month,90+,55,5,3.51,0.32
3_Month,90+,208,43,3.74,0.77
6_Month,90+,426,88,4.72,0.97
1_Year,90+,443,91,4.31,0.88
All,90+,451,104,3.14,0.72
