period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,215,506,14.52,34.17
3_Month,5-11,1712,5594,10.28,33.58
6_Month,5-11,3310,12615,6.78,25.84
1_Year,5-11,4931,51321,0.96,10.01
All,5-11,4931,52856,0.68,7.31
1_Month,12-15,238,211,19.73,17.5
3_Month,12-15,1078,1263,15.48,18.14
6_Month,12-15,2336,3130,9.71,13.02
1_Year,12-15,8898,17608,3.68,7.28
All,12-15,8947,18827,2.58,5.44
1_Month,16-19,227,64,26.09,7.36
3_Month,16-19,2199,641,24.13,7.03
6_Month,16-19,4047,1399,16.88,5.84
1_Year,16-19,14681,10045,7.35,5.03
All,16-19,14878,11211,4.83,3.64
1_Month,20-29,579,107,25.23,4.66
3_Month,20-29,6947,1727,22.61,5.62
6_Month,20-29,12328,3518,16.27,4.64
1_Year,20-29,37126,19330,8.51,4.43
All,20-29,37574,21665,5.75,3.31
1_Month,30-39,766,148,24.7,4.77
3_Month,30-39,8170,2215,21.41,5.8
6_Month,30-39,14244,4409,14.59,4.52
1_Year,30-39,36255,18274,7.51,3.79
All,30-39,36654,19936,5.54,3.01
1_Month,40-49,822,156,23.76,4.51
3_Month,40-49,7433,1747,19.74,4.64
6_Month,40-49,13389,3414,13.71,3.49
1_Year,40-49,32609,13609,7.25,3.03
All,40-49,32967,14663,5.52,2.46
1_Month,50-59,624,87,17.52,2.44
3_Month,50-59,5521,1028,15.15,2.82
6_Month,50-59,9548,2013,10.53,2.22
1_Year,50-59,21278,7445,6.63,2.32
All,50-59,21497,7951,5.12,1.89
1_Month,60-69,560,49,12.94,1.13
3_Month,60-69,4318,626,10.53,1.53
6_Month,60-69,7278,1148,7.49,1.18
1_Year,60-69,13740,3966,5.46,1.58
All,60-69,13894,4176,4.41,1.33
1_Month,70-79,450,23,9.17,0.47
3_Month,70-79,2896,283,7.6,0.74
6_Month,70-79,4611,487,5.42,0.57
1_Year,70-79,7129,1264,4.28,0.76
All,70-79,7213,1355,3.62,0.68
1_Month,80+,270,30,10.21,1.13
3_Month,80+,2114,219,9.29,0.96
6_Month,80+,3094,344,6.87,0.76
1_Year,80+,4570,765,5.44,0.91
All,80+,4648,831,4.38,0.78
