age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,509,0,938,176.1,,102,0,0,1,0,,0.1
12-15,406,145,224,143.5,169.2,89.2,0,0,0,0,0,0
16-19,583,68,177,152.1,88.1,149.8,1,0,1,0.3,0,0.8
20-29,1945,170,459,203.1,106,258.3,0,0,1,0,0,0.6
30-39,2512,217,633,273.2,160,478.5,3,1,3,0.3,0.7,2.3
40-49,2431,140,498,271.6,141,487.4,8,2,3,0.9,2,2.9
50-59,2125,113,444,289.3,166.3,700.8,7,1,10,1,1.5,15.8
60-69,3505,104,534,538.8,267.5,1000.4,37,2,9,5.7,5.1,16.9
70-79,2898,62,359,600.5,278.9,1856.4,35,2,9,7.3,9,46.5
80-89,1428,55,201,666.8,369.5,2703.8,34,4,11,15.9,26.9,148
90+,510,19,58,1000.2,260.9,,27,2,5,53,27.5,
