instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-15T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-15T00:00:00.000Z
,,,2023-01-15T00:00:00.000Z
Assuta Ashdod                 ,,,2023-01-15T00:00:00.000Z
Poriah Hospital               ,83.3,74.5,2023-01-15T00:00:00.000Z
Barzilai Medical Center       ,87,78.5,2023-01-15T00:00:00.000Z
Laniado                       ,87.2,87.4,2023-01-15T00:00:00.000Z
Hadassah Mount Scopus         ,91.7,76.2,2023-01-15T00:00:00.000Z
Bnei Ziom Medical Center      ,104.1,76.2,2023-01-15T00:00:00.000Z
,,,2023-01-15T00:00:00.000Z
Hillel Yaffeh Medical Center  ,119.9,90.9,2023-01-15T00:00:00.000Z
Hadassah Ein Kerem            ,139.8,94.1,2023-01-15T00:00:00.000Z
Hacarmel Hospital             ,,,2023-01-15T00:00:00.000Z
Haemek Valley Center Hospital ,,,2023-01-15T00:00:00.000Z
The Holy Family               ,,,2023-01-15T00:00:00.000Z
,,,2023-01-15T00:00:00.000Z
Woolfson Medical Center       ,84.4,72.9,2023-01-15T00:00:00.000Z
      Ziv Hospital            ,94.4,73.1,2023-01-15T00:00:00.000Z
Yosephtal Hospital            ,,,2023-01-15T00:00:00.000Z
Meir Hospital                 ,,,2023-01-15T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-15T00:00:00.000Z
Chaim Sheba Medical Center    ,115.3,103.8,2023-01-15T00:00:00.000Z
Nahariya                      ,119.9,88.2,2023-01-15T00:00:00.000Z
Soroka Medical Center         ,,,2023-01-15T00:00:00.000Z
,,,2023-01-15T00:00:00.000Z
Kaplan Hospital               ,,,2023-01-15T00:00:00.000Z
Rabin K. Beilinson            ,,,2023-01-15T00:00:00.000Z
Rabin K. Hasharon             ,,,2023-01-15T00:00:00.000Z
Rambam                        ,104.5,86.9,2023-01-15T00:00:00.000Z
Shmuel Harofe                 ,,,2023-01-15T00:00:00.000Z
Assaf Harofeh Medical Center  ,100,70.4,2023-01-15T00:00:00.000Z
Shaare Zedek                  ,118.7,94.6,2023-01-15T00:00:00.000Z
