instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-07T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-07T00:00:00.000Z
,,,2022-12-07T00:00:00.000Z
Assuta Ashdod                 ,,,2022-12-07T00:00:00.000Z
Yosephtal Hospital            ,56.3,73.8,2022-12-07T00:00:00.000Z
Hacarmel Hospital             ,63.2,77.3,2022-12-07T00:00:00.000Z
Rabin K. Hasharon             ,63.2,84.6,2022-12-07T00:00:00.000Z
Assaf Harofeh Medical Center  ,75.7,73.9,2022-12-07T00:00:00.000Z
Poriah Hospital               ,78.2,77.5,2022-12-07T00:00:00.000Z
Barzilai Medical Center       ,94.3,81.3,2022-12-07T00:00:00.000Z
Bnei Ziom Medical Center      ,95,96.1,2022-12-07T00:00:00.000Z
,,,2022-12-07T00:00:00.000Z
Woolfson Medical Center       ,73,72.9,2022-12-07T00:00:00.000Z
Soroka Medical Center         ,81,82.7,2022-12-07T00:00:00.000Z
Haemek Valley Center Hospital ,94.2,75.7,2022-12-07T00:00:00.000Z
Rambam                        ,94.9,94.4,2022-12-07T00:00:00.000Z
Meir Hospital                 ,95.5,92.2,2022-12-07T00:00:00.000Z
      Ziv Hospital            ,100,84.4,2022-12-07T00:00:00.000Z
Laniado                       ,100,113.8,2022-12-07T00:00:00.000Z
Nahariya                      ,102.6,91.8,2022-12-07T00:00:00.000Z
Kaplan Hospital               ,102,86.7,2022-12-07T00:00:00.000Z
Shmuel Harofe                 ,102.8,80.6,2022-12-07T00:00:00.000Z
Hillel Yaffeh Medical Center  ,103.4,94.2,2022-12-07T00:00:00.000Z
Chaim Sheba Medical Center    ,104.6,105.3,2022-12-07T00:00:00.000Z
Hadassah Mount Scopus         ,108.3,75.7,2022-12-07T00:00:00.000Z
Rabin K. Beilinson            ,122.9,100.5,2022-12-07T00:00:00.000Z
Hadassah Ein Kerem            ,126.2,95.8,2022-12-07T00:00:00.000Z
The Holy Family               ,,,2022-12-07T00:00:00.000Z
,,,2022-12-07T00:00:00.000Z
,,39.9,2022-12-07T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-07T00:00:00.000Z
,,,2022-12-07T00:00:00.000Z
Shaare Zedek                  ,,,2022-12-07T00:00:00.000Z
