period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,176,353,18.88,37.88
3_Month,5-11,472,1023,16.24,35.2
6_Month,5-11,3157,10718,9.48,32.19
1_Year,5-11,5218,51649,1.06,10.48
All,5-11,5218,53435,0.72,7.37
1_Month,12-15,377,156,36.39,15.06
3_Month,12-15,747,434,27.99,16.26
6_Month,12-15,2472,2729,14.6,16.12
1_Year,12-15,9408,17727,3.94,7.43
All,12-15,9472,19067,2.72,5.48
1_Month,16-19,844,115,45.43,6.19
3_Month,16-19,1360,217,39.42,6.29
6_Month,16-19,4648,1296,23.57,6.57
1_Year,16-19,15827,10095,7.92,5.05
All,16-19,16040,11372,5.16,3.66
1_Month,20-29,2152,186,45.59,3.94
3_Month,20-29,3486,372,38.73,4.13
6_Month,20-29,13614,3128,22.66,5.21
1_Year,20-29,40062,19360,9.16,4.42
All,20-29,40556,21949,6.14,3.32
1_Month,30-39,2080,247,40.7,4.83
3_Month,30-39,3567,499,34.03,4.76
6_Month,30-39,15112,4005,20.48,5.43
1_Year,30-39,39082,18445,8.09,3.82
All,30-39,39529,20310,5.91,3.03
1_Month,40-49,2560,193,44.34,3.34
3_Month,40-49,4254,446,35.96,3.77
6_Month,40-49,15154,3102,20.06,4.11
1_Year,40-49,36108,13785,7.96,3.04
All,40-49,36506,14963,6.03,2.47
1_Month,50-59,2099,193,35.09,3.23
3_Month,50-59,3484,366,27.89,2.93
6_Month,50-59,11202,1959,15.37,2.69
1_Year,50-59,24185,7680,7.37,2.34
All,50-59,24426,8240,5.69,1.92
1_Month,60-69,1678,109,26.26,1.71
3_Month,60-69,2933,196,20.18,1.35
6_Month,60-69,8768,1107,10.91,1.38
1_Year,60-69,16157,4106,6.2,1.58
All,60-69,16325,4333,5.01,1.33
1_Month,70-79,1083,61,17.33,0.98
3_Month,70-79,2060,106,13.49,0.69
6_Month,70-79,5757,496,7.75,0.67
1_Year,70-79,8771,1350,4.96,0.76
All,70-79,8865,1444,4.22,0.69
1_Month,80+,771,77,17.86,1.78
3_Month,80+,1347,125,14.37,1.33
6_Month,80+,3897,388,9.3,0.93
1_Year,80+,5669,859,6.26,0.95
All,80+,5749,929,5.08,0.82
