age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2,55,107,43.8,25.2,11.2,0,0,0,0,0,0
12-15,7,148,51,136.7,46.6,17.9,0,0,0,0,0,0
16-19,7,488,68,191.4,112.1,48.8,0,0,0,0,0,0
20-29,13,1082,131,125,96.4,79.7,0,0,1,0,0,0.6
30-39,31,930,131,210.9,88.2,106.6,0,1,1,0,0.1,0.8
40-49,45,1029,104,220,104.5,111.6,0,2,0,0,0.2,0
50-59,73,1120,102,234.5,142.6,207.8,0,4,0,0,0.5,0
60-69,247,1550,118,358.1,251.2,217.4,0,14,3,0,2.3,5.5
70-79,415,1603,106,396.4,392.4,2005.3,2,29,3,1.9,7.1,56.8
80+,439,1267,156,706.8,624.4,1186,5,40,11,8.1,19.7,83.6
