period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,179,424,14.4,34.11
3_Month,5-11,1248,3937,10.71,33.77
6_Month,5-11,3268,12064,7.42,27.4
1_Year,5-11,4942,51294,0.97,10.09
All,5-11,4942,52875,0.68,7.31
1_Month,12-15,215,185,20.34,17.5
3_Month,12-15,854,925,16.15,17.49
6_Month,12-15,2278,2991,10.35,13.59
1_Year,12-15,8899,17577,3.7,7.31
All,12-15,8952,18834,2.58,5.44
1_Month,16-19,208,57,26.4,7.23
3_Month,16-19,1766,489,24.82,6.87
6_Month,16-19,3981,1333,17.79,5.96
1_Year,16-19,14697,10014,7.39,5.03
All,16-19,14900,11216,4.83,3.64
1_Month,20-29,548,98,26.1,4.67
3_Month,20-29,5608,1305,23.43,5.45
6_Month,20-29,12095,3316,17.22,4.72
1_Year,20-29,37193,19248,8.56,4.43
All,20-29,37659,21683,5.76,3.32
1_Month,30-39,734,131,25.19,4.5
3_Month,30-39,6461,1667,22.09,5.7
6_Month,30-39,13900,4176,15.48,4.65
1_Year,30-39,36333,18233,7.55,3.79
All,30-39,36741,19958,5.55,3.01
1_Month,40-49,781,149,23.67,4.52
3_Month,40-49,5944,1340,20.39,4.6
6_Month,40-49,13130,3241,14.51,3.58
1_Year,40-49,32711,13585,7.29,3.03
All,40-49,33078,14677,5.54,2.46
1_Month,50-59,623,78,17.97,2.25
3_Month,50-59,4436,788,15.62,2.77
6_Month,50-59,9396,1906,11.09,2.25
1_Year,50-59,21378,7436,6.66,2.32
All,50-59,21602,7963,5.13,1.89
1_Month,60-69,559,46,12.93,1.06
3_Month,60-69,3578,479,10.95,1.47
6_Month,60-69,7207,1095,7.84,1.19
1_Year,60-69,13824,3966,5.49,1.58
All,60-69,13982,4184,4.43,1.33
1_Month,70-79,468,27,9.24,0.53
3_Month,70-79,2475,222,7.98,0.72
6_Month,70-79,4608,472,5.63,0.58
1_Year,70-79,7211,1274,4.31,0.76
All,70-79,7297,1365,3.65,0.68
1_Month,80+,277,28,10.28,1.04
3_Month,80+,1857,191,9.87,1.02
6_Month,80+,3108,335,7.14,0.77
1_Year,80+,4628,768,5.48,0.91
All,80+,4706,834,4.42,0.78
