instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-12T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-12T00:00:00.000Z
,,,2022-12-12T00:00:00.000Z
Hacarmel Hospital             ,55.7,73.4,2022-12-12T00:00:00.000Z
Rabin K. Hasharon             ,72.8,71.4,2022-12-12T00:00:00.000Z
Poriah Hospital               ,83.3,71.8,2022-12-12T00:00:00.000Z
Assaf Harofeh Medical Center  ,85.3,68.1,2022-12-12T00:00:00.000Z
Barzilai Medical Center       ,89.1,81.8,2022-12-12T00:00:00.000Z
Bnei Ziom Medical Center      ,90.9,88,2022-12-12T00:00:00.000Z
Assuta Ashdod                 ,113.6,106.1,2022-12-12T00:00:00.000Z
,,,2022-12-12T00:00:00.000Z
Woolfson Medical Center       ,76.6,76.4,2022-12-12T00:00:00.000Z
Yosephtal Hospital            ,81.3,56.9,2022-12-12T00:00:00.000Z
      Ziv Hospital            ,89.1,80.7,2022-12-12T00:00:00.000Z
Soroka Medical Center         ,91.5,87.4,2022-12-12T00:00:00.000Z
Meir Hospital                 ,92.5,93.4,2022-12-12T00:00:00.000Z
Haemek Valley Center Hospital ,96.1,77.2,2022-12-12T00:00:00.000Z
Laniado                       ,97.4,89.5,2022-12-12T00:00:00.000Z
Rambam                        ,100.5,89.5,2022-12-12T00:00:00.000Z
Hillel Yaffeh Medical Center  ,108.2,91.5,2022-12-12T00:00:00.000Z
Nahariya                      ,109.5,98.4,2022-12-12T00:00:00.000Z
Hadassah Mount Scopus         ,116.7,80.6,2022-12-12T00:00:00.000Z
Chaim Sheba Medical Center    ,116.3,108.8,2022-12-12T00:00:00.000Z
Rabin K. Beilinson            ,137.4,95.4,2022-12-12T00:00:00.000Z
Hadassah Ein Kerem            ,139.8,100,2022-12-12T00:00:00.000Z
The Holy Family               ,,,2022-12-12T00:00:00.000Z
,,,2022-12-12T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-12T00:00:00.000Z
,,,2022-12-12T00:00:00.000Z
Kaplan Hospital               ,119.3,90.3,2022-12-12T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-12T00:00:00.000Z
Shaare Zedek                  ,,,2022-12-12T00:00:00.000Z
