period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,165,343,18.46,38.37
3_Month,5-11,456,945,17.01,35.25
6_Month,5-11,3120,10472,9.69,32.51
1_Year,5-11,5246,51673,1.07,10.51
All,5-11,5246,53482,0.72,7.38
1_Month,12-15,386,161,38.29,15.97
3_Month,12-15,751,413,29.43,16.18
6_Month,12-15,2456,2645,15.25,16.42
1_Year,12-15,9458,17740,3.97,7.44
All,12-15,9522,19092,2.74,5.49
1_Month,16-19,894,126,45.8,6.45
3_Month,16-19,1458,227,40.49,6.3
6_Month,16-19,4689,1274,24.32,6.61
1_Year,16-19,15962,10110,7.98,5.05
All,16-19,16176,11391,5.2,3.66
1_Month,20-29,2257,194,46.22,3.97
3_Month,20-29,3701,389,39.7,4.17
6_Month,20-29,13620,3073,23.37,5.27
1_Year,20-29,40361,19381,9.21,4.42
All,20-29,40860,21981,6.18,3.32
1_Month,30-39,2122,263,41.12,5.1
3_Month,30-39,3746,514,35.12,4.82
6_Month,30-39,15124,3932,21.15,5.5
1_Year,30-39,39373,18468,8.14,3.82
All,30-39,39827,20350,5.94,3.04
1_Month,40-49,2681,199,45.84,3.4
3_Month,40-49,4561,456,37.52,3.75
6_Month,40-49,15228,3057,20.81,4.18
1_Year,40-49,36521,13811,8.05,3.04
All,40-49,36927,14995,6.09,2.47
1_Month,50-59,2155,188,36.09,3.15
3_Month,50-59,3726,375,29.18,2.94
6_Month,50-59,11270,1927,15.98,2.73
1_Year,50-59,24502,7702,7.46,2.34
All,50-59,24747,8263,5.75,1.92
1_Month,60-69,1733,118,27.21,1.85
3_Month,60-69,3123,210,21.04,1.41
6_Month,60-69,8857,1100,11.38,1.41
1_Year,60-69,16417,4118,6.28,1.58
All,60-69,16586,4348,5.08,1.33
1_Month,70-79,1119,60,18,0.96
3_Month,70-79,2170,109,14.02,0.7
6_Month,70-79,5794,492,8.06,0.68
1_Year,70-79,8939,1353,5.04,0.76
All,70-79,9034,1447,4.28,0.69
1_Month,80+,810,76,18.35,1.72
3_Month,80+,1430,129,14.79,1.33
6_Month,80+,3980,391,9.67,0.95
1_Year,80+,5798,867,6.35,0.95
All,80+,5878,937,5.17,0.82
