age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,165,0,1378,49.5,0,538,0,0,1,0,0,0.4
16-19,186,274,656,56.5,270.9,515.3,0,0,1,0,0,0.8
20-29,448,743,1201,58.5,290.4,528.8,0,3,13,0,1.2,5.7
30-39,490,813,1186,64.3,357.8,725.9,0,1,20,0,0.4,12.2
40-49,372,560,820,47.4,345.2,652.3,2,2,48,0.3,1.2,38.2
50-59,222,304,502,33.4,302.1,581.1,7,7,65,1.1,7,75.2
60-69,202,171,336,32.6,313.2,548.2,19,10,62,3.1,18.3,101.1
70-79,143,96,225,31.8,326.6,538.8,15,8,41,3.3,27.2,98.2
80-89,110,47,130,56,260.1,637.1,9,5,23,4.6,27.7,112.7
90+,35,8,31,84,107.6,394,2,0,10,4.8,0,127.1
