period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,278,2397,1.03,8.88
3_Month,5-11,1512,37297,0.35,8.73
6_Month,5-11,1513,37761,0.33,8.18
1_Year,5-11,1513,39030,0.27,6.93
All,5-11,1513,39133,0.23,5.9
1_Month,12-15,434,660,3.28,4.98
3_Month,12-15,6419,13969,3.11,6.77
6_Month,12-15,6459,14211,3.01,6.61
1_Year,12-15,6534,15122,2.61,6.04
All,12-15,6534,15262,2.06,4.81
1_Month,16-19,642,267,5.06,2.1
3_Month,16-19,10344,8380,6.17,5
6_Month,16-19,10392,8565,6.02,4.96
1_Year,16-19,10610,9364,5.38,4.75
All,16-19,10619,9625,3.8,3.44
1_Month,20-29,2014,537,6.1,1.63
3_Month,20-29,23800,15205,7.05,4.51
6_Month,20-29,23957,15611,6.87,4.48
1_Year,20-29,24447,17301,5.98,4.23
All,20-29,24466,17709,4.35,3.15
1_Month,30-39,1740,549,4.94,1.56
3_Month,30-39,21012,13248,5.85,3.69
6_Month,30-39,21188,13620,5.7,3.66
1_Year,30-39,21591,14797,4.99,3.42
All,30-39,21615,15067,3.95,2.75
1_Month,40-49,1475,390,4.4,1.16
3_Month,40-49,18406,9766,5.59,2.97
6_Month,40-49,18551,9970,5.48,2.94
1_Year,40-49,18879,10686,4.89,2.77
All,40-49,18907,10884,3.91,2.25
1_Month,50-59,989,253,4.05,1.04
3_Month,50-59,11205,5205,5.23,2.43
6_Month,50-59,11264,5303,5.15,2.42
1_Year,50-59,11452,5587,4.66,2.28
All,50-59,11481,5731,3.63,1.81
1_Month,60-69,545,135,3.11,0.77
3_Month,60-69,6126,2727,4.32,1.92
6_Month,60-69,6167,2761,4.27,1.91
1_Year,60-69,6282,2864,3.89,1.77
All,60-69,6303,2933,3.04,1.42
1_Month,70-79,193,34,1.81,0.32
3_Month,70-79,2387,754,3.23,1.02
6_Month,70-79,2409,761,3.2,1.01
1_Year,70-79,2476,798,2.93,0.95
All,70-79,2489,838,2.32,0.78
1_Month,80-89,84,20,2.27,0.54
3_Month,80-89,1044,325,3.68,1.15
6_Month,80-89,1048,332,3.61,1.14
1_Year,80-89,1085,340,3.24,1.02
All,80-89,1098,370,2.41,0.81
1_Month,90+,28,6,3.46,0.74
3_Month,90+,372,83,5.05,1.13
6_Month,90+,373,83,4.95,1.1
1_Year,90+,390,87,4.47,1
All,90+,397,98,3.11,0.77
