age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2195,2,3040,753,,331.9,0,0,2,0,,0.2
12-15,1617,713,680,523.8,1129.1,274.6,1,0,0,0.3,0,0
16-19,2779,344,392,703,515.9,336.1,1,1,0,0.3,1.5,0
20-29,9723,719,904,1012.2,463.5,503.5,1,0,2,0.1,0,1.1
30-39,8152,836,1008,885.5,628.8,755.9,6,2,3,0.7,1.5,2.2
40-49,7884,467,777,879.9,479.7,755.9,6,3,6,0.7,3.1,5.8
50-59,6011,238,592,818.1,358,916.7,13,1,17,1.8,1.5,26.3
60-69,5458,193,479,837.2,505.8,909.2,38,5,16,5.8,13.1,30.4
70-79,3631,105,358,754.5,480.7,1697.3,49,4,21,10.2,18.3,99.6
80-89,1421,66,210,673.7,454.6,1902.7,42,8,20,19.9,55.1,181.2
90+,349,19,68,724.2,273.5,3231.9,10,4,11,20.7,57.6,522.8
