period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,217,506,14.56,33.96
3_Month,5-11,1776,5763,10.27,33.31
6_Month,5-11,3313,12691,6.68,25.6
1_Year,5-11,4930,51316,0.96,10
All,5-11,4930,52848,0.68,7.31
1_Month,12-15,242,213,19.87,17.49
3_Month,12-15,1108,1298,15.45,18.1
6_Month,12-15,2341,3154,9.58,12.9
1_Year,12-15,8895,17610,3.68,7.28
All,12-15,8944,18827,2.58,5.44
1_Month,16-19,224,62,26.08,7.22
3_Month,16-19,2244,651,23.92,6.94
6_Month,16-19,4052,1406,16.7,5.8
1_Year,16-19,14675,10045,7.34,5.03
All,16-19,14870,11208,4.83,3.64
1_Month,20-29,565,110,24.85,4.84
3_Month,20-29,7073,1756,22.52,5.59
6_Month,20-29,12341,3551,16.1,4.63
1_Year,20-29,37100,19333,8.5,4.43
All,20-29,37546,21662,5.74,3.31
1_Month,30-39,760,147,24.66,4.77
3_Month,30-39,8310,2243,21.32,5.75
6_Month,30-39,14264,4430,14.46,4.49
1_Year,30-39,36233,18272,7.51,3.79
All,30-39,36633,19929,5.54,3.01
1_Month,40-49,823,162,23.82,4.69
3_Month,40-49,7572,1773,19.68,4.61
6_Month,40-49,13402,3439,13.57,3.48
1_Year,40-49,32587,13615,7.25,3.03
All,40-49,32943,14663,5.52,2.46
1_Month,50-59,620,88,17.52,2.49
3_Month,50-59,5574,1042,15.02,2.81
6_Month,50-59,9548,2019,10.45,2.21
1_Year,50-59,21253,7443,6.62,2.32
All,50-59,21472,7948,5.11,1.89
1_Month,60-69,541,49,12.56,1.14
3_Month,60-69,4370,633,10.48,1.52
6_Month,60-69,7260,1149,7.43,1.18
1_Year,60-69,13708,3965,5.45,1.58
All,60-69,13862,4175,4.4,1.33
1_Month,70-79,446,27,9.12,0.55
3_Month,70-79,2915,293,7.54,0.76
6_Month,70-79,4596,492,5.39,0.58
1_Year,70-79,7110,1267,4.27,0.76
All,70-79,7193,1358,3.61,0.68
1_Month,80+,247,27,9.68,1.06
3_Month,80+,2105,218,9.17,0.95
6_Month,80+,3070,342,6.82,0.76
1_Year,80+,4544,763,5.41,0.91
All,80+,4622,828,4.36,0.78
