instituteDesc,occupancy,gOccupancy,occupancyDate
Soroka Medical Center         ,67.1,77.2,2022-09-30T00:00:00.000Z
Yosephtal Hospital            ,68.8,43.1,2022-09-30T00:00:00.000Z
Woolfson Medical Center       ,70.1,70,2022-09-30T00:00:00.000Z
Rabin K. Hasharon             ,72.8,65.1,2022-09-30T00:00:00.000Z
Meir Hospital                 ,78.5,82.1,2022-09-30T00:00:00.000Z
Poriah Hospital               ,80.8,73.8,2022-09-30T00:00:00.000Z
Hacarmel Hospital             ,81.1,75.1,2022-09-30T00:00:00.000Z
Barzilai Medical Center       ,85.4,79.8,2022-09-30T00:00:00.000Z
Assaf Harofeh Medical Center  ,85.3,64.7,2022-09-30T00:00:00.000Z
Hadassah Mount Scopus         ,86.1,80.2,2022-09-30T00:00:00.000Z
Haemek Valley Center Hospital ,87.7,70.2,2022-09-30T00:00:00.000Z
Bnei Ziom Medical Center      ,89.3,79,2022-09-30T00:00:00.000Z
      Ziv Hospital            ,98.4,74.4,2022-09-30T00:00:00.000Z
Shmuel Harofe                 ,100,81.5,2022-09-30T00:00:00.000Z
Chaim Sheba Medical Center    ,101.7,104.4,2022-09-30T00:00:00.000Z
Hillel Yaffeh Medical Center  ,102.7,78.6,2022-09-30T00:00:00.000Z
Laniado                       ,102.6,96.9,2022-09-30T00:00:00.000Z
Rambam                        ,103.5,88.4,2022-09-30T00:00:00.000Z
Nahariya                      ,109.5,90.4,2022-09-30T00:00:00.000Z
Hadassah Ein Kerem            ,114.6,91.5,2022-09-30T00:00:00.000Z
Kaplan Hospital               ,114.7,91.5,2022-09-30T00:00:00.000Z
Assuta Ashdod                 ,120.3,102.4,2022-09-30T00:00:00.000Z
Rabin K. Beilinson            ,131.7,99.3,2022-09-30T00:00:00.000Z
