period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,151,290,19.58,37.61
3_Month,5-11,392,801,17.92,36.63
6_Month,5-11,2268,7014,10.88,33.65
1_Year,5-11,5313,51613,1.09,10.62
All,5-11,5320,53641,0.73,7.4
1_Month,12-15,295,150,37.34,18.99
3_Month,12-15,706,343,33.56,16.3
6_Month,12-15,1879,1729,19.13,17.6
1_Year,12-15,9517,17692,4.03,7.5
All,12-15,9643,19166,2.77,5.5
1_Month,16-19,901,113,47.4,5.94
3_Month,16-19,1827,241,44.67,5.89
6_Month,16-19,4152,928,29.56,6.61
1_Year,16-19,16393,10097,8.22,5.06
All,16-19,16684,11446,5.34,3.67
1_Month,20-29,2184,209,46.98,4.5
3_Month,20-29,4577,443,43.56,4.22
6_Month,20-29,11951,2306,27.38,5.28
1_Year,20-29,41428,19369,9.47,4.43
All,20-29,42089,22101,6.34,3.33
1_Month,30-39,2237,275,43.93,5.4
3_Month,30-39,4507,568,39.06,4.92
6_Month,30-39,13209,2963,24.97,5.6
1_Year,30-39,40484,18506,8.38,3.83
All,30-39,41096,20490,6.11,3.05
1_Month,40-49,2630,209,47.52,3.78
3_Month,40-49,5428,465,41.97,3.6
6_Month,40-49,13398,2356,24.9,4.38
1_Year,40-49,37818,13854,8.33,3.05
All,40-49,38341,15119,6.29,2.48
1_Month,50-59,2169,187,38.49,3.32
3_Month,50-59,4518,432,33.32,3.19
6_Month,50-59,10345,1545,19.52,2.92
1_Year,50-59,25651,7781,7.77,2.36
All,50-59,25961,8375,5.99,1.93
1_Month,60-69,1823,120,29.87,1.97
3_Month,60-69,3793,252,24.62,1.64
6_Month,60-69,8375,920,14.03,1.54
1_Year,60-69,17390,4179,6.59,1.58
All,60-69,17611,4422,5.34,1.34
1_Month,70-79,1207,66,20.38,1.11
3_Month,70-79,2601,139,16.71,0.89
6_Month,70-79,5608,441,9.96,0.78
1_Year,70-79,9644,1396,5.35,0.77
All,70-79,9753,1493,4.55,0.7
1_Month,80+,840,78,18.94,1.76
3_Month,80+,1743,154,16.59,1.47
6_Month,80+,3921,383,11.33,1.11
1_Year,80+,6268,910,6.7,0.97
All,80+,6352,980,5.46,0.84
