instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-30T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-30T00:00:00.000Z
,,,2022-12-30T00:00:00.000Z
Assuta Ashdod                 ,,,2022-12-30T00:00:00.000Z
Bnei Ziom Medical Center      ,76,77.4,2022-12-30T00:00:00.000Z
Barzilai Medical Center       ,87.5,80.5,2022-12-30T00:00:00.000Z
,,,2022-12-30T00:00:00.000Z
Hadassah Mount Scopus         ,86.1,79.9,2022-12-30T00:00:00.000Z
Hadassah Ein Kerem            ,120.4,98.1,2022-12-30T00:00:00.000Z
Hacarmel Hospital             ,,,2022-12-30T00:00:00.000Z
Hillel Yaffeh Medical Center  ,91.1,87.6,2022-12-30T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-12-30T00:00:00.000Z
The Holy Family               ,,,2022-12-30T00:00:00.000Z
,,,2022-12-30T00:00:00.000Z
Woolfson Medical Center       ,71.3,70.6,2022-12-30T00:00:00.000Z
      Ziv Hospital            ,81.3,71.2,2022-12-30T00:00:00.000Z
Yosephtal Hospital            ,,,2022-12-30T00:00:00.000Z
Laniado                       ,83.3,89.5,2022-12-30T00:00:00.000Z
Meir Hospital                 ,,,2022-12-30T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-30T00:00:00.000Z
Nahariya                      ,105.8,86.2,2022-12-30T00:00:00.000Z
Soroka Medical Center         ,,,2022-12-30T00:00:00.000Z
,,,2022-12-30T00:00:00.000Z
Poriah Hospital               ,84.6,70.4,2022-12-30T00:00:00.000Z
Kaplan Hospital               ,,,2022-12-30T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-12-30T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-12-30T00:00:00.000Z
Rambam                        ,91.9,88.4,2022-12-30T00:00:00.000Z
Chaim Sheba Medical Center    ,108.8,106.2,2022-12-30T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-30T00:00:00.000Z
Assaf Harofeh Medical Center  ,81.1,71.5,2022-12-30T00:00:00.000Z
Shaare Zedek                  ,100,99.6,2022-12-30T00:00:00.000Z
