age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,34,96,0,15.7,10,0,0,0,0,0,0
12-15,2,79,29,44.5,25.1,10.1,0,0,0,0,0,0
16-19,5,486,58,140.9,112.1,41.2,0,1,1,0,0.2,0.7
20-29,8,942,112,71.9,83.9,68.6,0,0,0,0,0,0
30-39,28,750,120,165,71.3,98.3,0,1,1,0,0.1,0.8
40-49,47,839,101,197.4,85.4,109.5,0,1,1,0,0.1,1.1
50-59,82,835,89,222.4,106.9,187.5,0,9,2,0,1.2,4.2
60-69,266,1484,122,310.5,247.1,226.1,0,13,5,0,2.2,9.3
70-79,509,1394,118,389.4,361.9,4616.6,2,40,4,1.5,10.4,156.5
80+,592,1208,161,780.9,636.1,1292.9,3,41,7,4,21.6,56.2
