age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,8,21,65,154.3,9.4,6.9,0,0,0,0,0,0
12-15,6,50,20,111.5,15.4,7.1,0,0,0,0,0,0
16-19,11,195,23,315,44.5,16.8,0,0,0,0,0,0
20-29,12,458,52,122.7,40.9,31.1,0,0,2,0,0,1.2
30-39,16,431,57,151.9,40.8,45.9,0,0,0,0,0,0
40-49,16,502,55,118.8,50.7,57.9,0,1,0,0,0.1,0
50-59,25,539,49,138.9,67.7,94.1,0,3,4,0,0.4,7.7
60-69,78,986,54,290.8,149.7,98.1,0,8,4,0,1.2,7.3
70-79,110,1099,71,360.1,230,694.7,1,18,6,3.3,3.8,58.7
80+,53,846,76,348,340.7,519.1,2,26,8,13.1,10.5,54.6
