age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2087,0,0,190,0,0,1,0,0,0.1
12-15,124,0,348,34.9,0,138.6,0,0,0,0,0,0
16-19,68,35,135,18.2,43.4,113.8,0,0,1,0,0,0.8
20-29,234,141,230,27.1,64.3,116.1,0,1,2,0,0.5,1
30-39,367,190,250,44.1,96,171.4,0,0,5,0,0,3.4
40-49,321,124,192,38.4,88.2,170.1,0,1,15,0,0.7,13.3
50-59,164,42,107,23.5,47.3,142.4,1,1,14,0.1,1.1,18.6
60-69,102,29,72,16,59,128.7,2,3,13,0.3,6.1,23.2
70-79,54,9,29,11.6,33.9,88,2,2,5,0.4,7.5,15.2
80-89,23,5,21,11.4,29.5,122.6,3,0,4,1.5,0,23.4
90+,2,4,5,4.6,54.5,79.6,0,0,1,0,0,15.9
