age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,11,37,92,213.7,16.6,9.7,0,0,0,0,0,0
12-15,6,70,25,111.8,21.6,8.9,0,0,0,0,0,0
16-19,10,217,30,285.5,49.5,21.9,0,0,0,0,0,0
20-29,15,499,57,153.8,44.5,34.1,0,0,2,0,0,1.2
30-39,18,478,70,168,45.2,56.5,0,0,0,0,0,0
40-49,20,546,58,144.7,55.2,61.1,0,1,0,0,0.1,0
50-59,29,611,55,156.4,76.8,106,0,2,3,0,0.3,5.8
60-69,84,1045,58,292.6,159.2,105.4,0,10,4,0,1.5,7.3
70-79,122,1164,65,355.6,245.4,652.9,1,20,7,2.9,4.2,70.3
80+,55,908,75,314.9,368.8,516,2,22,6,11.5,8.9,41.3
