period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,204,470,14.76,34.01
3_Month,5-11,1439,4581,10.56,33.61
6_Month,5-11,3283,12247,7.17,26.74
1_Year,5-11,4937,51302,0.97,10.06
All,5-11,4937,52863,0.68,7.31
1_Month,12-15,230,201,20.07,17.54
3_Month,12-15,945,1060,15.82,17.74
6_Month,12-15,2308,3027,10.17,13.34
1_Year,12-15,8896,17592,3.69,7.3
All,12-15,8949,18829,2.58,5.44
1_Month,16-19,216,59,26.57,7.26
3_Month,16-19,1922,549,24.38,6.96
6_Month,16-19,4009,1346,17.5,5.87
1_Year,16-19,14686,10026,7.37,5.03
All,16-19,14888,11213,4.83,3.64
1_Month,20-29,569,101,26.31,4.67
3_Month,20-29,6149,1458,23.09,5.48
6_Month,20-29,12192,3374,16.88,4.67
1_Year,20-29,37164,19278,8.54,4.43
All,20-29,37621,21671,5.75,3.31
1_Month,30-39,750,143,25.16,4.8
3_Month,30-39,7197,1903,21.82,5.77
6_Month,30-39,14026,4243,15.1,4.57
1_Year,30-39,36284,18242,7.53,3.79
All,30-39,36689,19946,5.54,3.01
1_Month,40-49,793,150,23.77,4.5
3_Month,40-49,6601,1507,20.15,4.6
6_Month,40-49,13219,3302,14.16,3.54
1_Year,40-49,32655,13585,7.27,3.03
All,40-49,33016,14665,5.53,2.46
1_Month,50-59,623,86,17.69,2.44
3_Month,50-59,4889,896,15.33,2.81
6_Month,50-59,9483,1938,10.88,2.22
1_Year,50-59,21320,7439,6.65,2.32
All,50-59,21544,7955,5.12,1.89
1_Month,60-69,553,46,12.95,1.08
3_Month,60-69,3893,544,10.71,1.5
6_Month,60-69,7220,1110,7.67,1.18
1_Year,60-69,13765,3964,5.47,1.58
All,60-69,13923,4179,4.42,1.33
1_Month,70-79,458,25,9.17,0.5
3_Month,70-79,2658,255,7.75,0.74
6_Month,70-79,4604,472,5.53,0.57
1_Year,70-79,7164,1268,4.29,0.76
All,70-79,7249,1359,3.63,0.68
1_Month,80+,274,30,10.29,1.13
3_Month,80+,1953,204,9.48,0.99
6_Month,80+,3094,340,7,0.77
1_Year,80+,4594,767,5.46,0.91
All,80+,4672,833,4.4,0.78
