period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,337,2738,1.12,9.11
3_Month,5-11,1603,37864,0.37,8.77
6_Month,5-11,1610,38395,0.35,8.29
1_Year,5-11,1610,39703,0.28,6.96
All,5-11,1610,39825,0.24,5.94
1_Month,12-15,498,752,3.34,5.05
3_Month,12-15,6501,14089,3.12,6.77
6_Month,12-15,6583,14363,3.04,6.63
1_Year,12-15,6661,15290,2.63,6.03
All,12-15,6661,15444,2.08,4.82
1_Month,16-19,760,322,5.28,2.24
3_Month,16-19,10499,8424,6.17,4.95
6_Month,16-19,10598,8622,6.06,4.93
1_Year,16-19,10818,9444,5.4,4.71
All,16-19,10827,9710,3.83,3.43
1_Month,20-29,2514,641,6.13,1.56
3_Month,20-29,24371,15288,7.03,4.41
6_Month,20-29,24604,15718,6.88,4.4
1_Year,20-29,25113,17451,5.98,4.16
All,20-29,25134,17871,4.38,3.12
1_Month,30-39,2213,699,5.17,1.63
3_Month,30-39,21570,13394,5.85,3.63
6_Month,30-39,21799,13746,5.73,3.61
1_Year,30-39,22219,14980,5,3.37
All,30-39,22250,15268,3.98,2.73
1_Month,40-49,1845,495,4.52,1.21
3_Month,40-49,18876,9854,5.58,2.91
6_Month,40-49,19064,10078,5.48,2.9
1_Year,40-49,19399,10817,4.89,2.73
All,40-49,19434,11024,3.93,2.23
1_Month,50-59,1250,321,4.07,1.05
3_Month,50-59,11526,5274,5.2,2.38
6_Month,50-59,11622,5367,5.13,2.37
1_Year,50-59,11812,5667,4.65,2.23
All,50-59,11845,5818,3.64,1.79
1_Month,60-69,710,159,3.12,0.7
3_Month,60-69,6306,2757,4.27,1.87
6_Month,60-69,6373,2795,4.23,1.85
1_Year,60-69,6489,2898,3.86,1.72
All,60-69,6512,2970,3.04,1.39
1_Month,70-79,241,32,1.73,0.23
3_Month,70-79,2452,759,3.16,0.98
6_Month,70-79,2478,767,3.13,0.97
1_Year,70-79,2545,804,2.87,0.91
All,70-79,2558,846,2.29,0.76
1_Month,80-89,110,18,2.29,0.38
3_Month,80-89,1075,328,3.62,1.1
6_Month,80-89,1079,335,3.56,1.1
1_Year,80-89,1118,343,3.21,0.98
All,80-89,1131,373,2.41,0.79
1_Month,90+,33,5,3.13,0.47
3_Month,90+,377,83,4.92,1.08
6_Month,90+,379,83,4.85,1.06
1_Year,90+,396,87,4.38,0.96
All,90+,403,98,3.08,0.75
