age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2726,2,3540,935.8,,386.2,0,0,2,0,,0.2
12-15,1644,740,756,545.4,1062.8,304.3,1,0,0,0.3,0,0
16-19,2414,335,358,614.4,486.2,306.3,1,0,0,0.3,0,0
20-29,8379,691,1012,872.4,444,564.7,1,0,1,0.1,0,0.6
30-39,8832,806,1140,959.1,605.2,857,5,1,2,0.5,0.8,1.5
40-49,8520,531,818,950.9,544,797.5,5,1,6,0.6,1,5.8
50-59,7047,322,704,958.9,482.5,1096.6,10,1,14,1.4,1.5,21.8
60-69,7004,225,653,1074.2,588.1,1244.7,33,5,13,5.1,13.1,24.8
70-79,4845,130,439,1005.6,591.3,2150.2,42,2,17,8.7,9.1,83.3
80-89,1886,77,250,893.5,528.4,2309.9,38,4,19,18,27.4,175.6
90+,506,24,77,1047.7,344.3,3914.6,13,6,11,26.9,86.1,559.2
