date,amount,amountVirusDiagnosis,amountPersonTested,amountMagen,positiveAmount,positiveRate
2020-03-22T00:00:00.000Z,3226,3096,3043,1,264,8.68
2020-03-23T00:00:00.000Z,3523,3397,3354,1,359,10.7
2020-03-24T00:00:00.000Z,4667,4518,4457,0,433,9.72
2020-03-25T00:00:00.000Z,5925,5776,5741,0,431,7.51
2020-03-26T00:00:00.000Z,6457,6236,6185,1,529,8.55
2020-03-27T00:00:00.000Z,5739,5572,5539,1,440,7.94
2020-03-28T00:00:00.000Z,5739,5534,5489,1,488,8.89
2020-03-29T00:00:00.000Z,7566,7227,7183,2,539,7.5
2020-03-30T00:00:00.000Z,7101,6822,6758,0,558,8.26
2020-03-31T00:00:00.000Z,7989,7531,7465,0,750,10.05
2020-04-01T00:00:00.000Z,9009,8578,8508,7,707,8.31
2020-04-02T00:00:00.000Z,10228,9469,9393,3,739,7.87
2020-04-03T00:00:00.000Z,10331,9782,9697,2,606,6.25
2020-04-04T00:00:00.000Z,6355,5988,5950,1,441,7.41
2020-04-05T00:00:00.000Z,9396,8779,8724,0,601,6.89
2020-04-06T00:00:00.000Z,7498,6768,6712,0,457,6.81
2020-04-07T00:00:00.000Z,6967,6176,6140,0,382,6.22
2020-04-08T00:00:00.000Z,5880,4950,4890,156,344,7.03
2020-04-09T00:00:00.000Z,5748,5001,4954,263,351,7.09
2020-04-10T00:00:00.000Z,7347,6326,6256,505,364,5.82
2020-04-11T00:00:00.000Z,6702,5763,5712,945,360,6.3
2020-04-12T00:00:00.000Z,10598,8524,8407,1253,570,6.78
2020-04-13T00:00:00.000Z,10950,9183,8982,972,448,4.99
2020-04-14T00:00:00.000Z,12678,10960,10739,1103,409,3.81
2020-04-15T00:00:00.000Z,9450,7797,7659,159,318,4.15
2020-04-16T00:00:00.000Z,12788,11210,11089,183,303,2.73
2020-04-17T00:00:00.000Z,11594,9967,9888,305,307,3.1
2020-04-18T00:00:00.000Z,10606,8957,8880,1300,294,3.31
2020-04-19T00:00:00.000Z,11479,9995,9889,1575,291,2.94
2020-04-20T00:00:00.000Z,15365,13291,13187,3021,312,2.37
2020-04-21T00:00:00.000Z,13612,11633,11553,3057,289,2.5
2020-04-22T00:00:00.000Z,13293,11769,11689,2633,226,1.93
2020-04-23T00:00:00.000Z,14183,12257,12127,2221,281,2.32
2020-04-24T00:00:00.000Z,12628,10478,10383,2497,251,2.42
2020-04-25T00:00:00.000Z,9077,7357,7302,145,164,2.25
2020-04-26T00:00:00.000Z,8464,7341,7262,280,93,1.28
2020-04-27T00:00:00.000Z,11548,9419,9337,10,133,1.42
2020-04-28T00:00:00.000Z,10641,8816,8755,3,167,1.91
2020-04-29T00:00:00.000Z,8996,7392,7319,5,83,1.13
2020-04-30T00:00:00.000Z,9930,8592,8527,9,169,1.98
2020-05-01T00:00:00.000Z,11053,9220,9168,443,117,1.28
2020-05-02T00:00:00.000Z,5568,4760,4728,300,57,1.21
2020-05-03T00:00:00.000Z,8029,7398,7348,1184,27,0.37
2020-05-04T00:00:00.000Z,9260,7956,7904,1048,55,0.7
2020-05-05T00:00:00.000Z,8959,7689,7653,782,33,0.43
2020-05-06T00:00:00.000Z,9466,8545,8491,1922,66,0.78
2020-05-07T00:00:00.000Z,10119,9130,9093,967,62,0.68
2020-05-08T00:00:00.000Z,8157,7187,7154,374,33,0.46
2020-05-09T00:00:00.000Z,3869,3509,3484,165,20,0.57
2020-05-10T00:00:00.000Z,4944,4410,4362,274,29,0.66
2020-05-11T00:00:00.000Z,9215,7826,7776,1623,39,0.5
2020-05-12T00:00:00.000Z,7538,6681,6635,1146,23,0.35
2020-05-13T00:00:00.000Z,8272,7525,7440,2871,37,0.5
2020-05-14T00:00:00.000Z,8416,7677,7634,3158,22,0.29
2020-05-15T00:00:00.000Z,5696,5073,5050,1798,12,0.24
2020-05-16T00:00:00.000Z,1502,1343,1324,214,5,0.38
2020-05-17T00:00:00.000Z,4633,4219,4192,1126,15,0.36
2020-05-18T00:00:00.000Z,7692,6797,6763,1400,28,0.41
2020-05-19T00:00:00.000Z,7142,6502,6475,1713,22,0.34
2020-05-20T00:00:00.000Z,5968,5620,5589,904,15,0.27
2020-05-21T00:00:00.000Z,6165,5602,5556,755,21,0.38
2020-05-22T00:00:00.000Z,4995,4615,4585,1377,20,0.44
2020-05-23T00:00:00.000Z,718,670,661,0,5,0.76
2020-05-24T00:00:00.000Z,3808,3439,3376,248,13,0.39
2020-05-25T00:00:00.000Z,5333,4850,4817,512,23,0.48
2020-05-26T00:00:00.000Z,6819,6514,6475,1844,53,0.82
2020-05-27T00:00:00.000Z,6728,6441,6403,2039,41,0.64
2020-05-28T00:00:00.000Z,5353,5031,5018,1157,77,1.53
2020-05-29T00:00:00.000Z,1863,1803,1786,1,113,6.33
2020-05-30T00:00:00.000Z,1059,1041,1030,0,29,2.82
2020-05-31T00:00:00.000Z,5640,5499,5465,392,88,1.61
2020-06-01T00:00:00.000Z,8155,7907,7807,1303,104,1.33
2020-06-02T00:00:00.000Z,11757,11577,11510,1902,125,1.09
2020-06-03T00:00:00.000Z,13209,13042,12958,1938,99,0.76
2020-06-04T00:00:00.000Z,14899,14728,14545,787,141,0.97
2020-06-05T00:00:00.000Z,16474,16351,16244,1096,129,0.79
2020-06-06T00:00:00.000Z,11537,11442,11406,221,79,0.69
2020-06-07T00:00:00.000Z,15098,14891,14816,605,142,0.96
2020-06-08T00:00:00.000Z,14644,14488,14319,777,182,1.27
2020-06-09T00:00:00.000Z,15064,14867,14800,1542,175,1.18
2020-06-10T00:00:00.000Z,18484,18165,18083,1493,240,1.33
2020-06-11T00:00:00.000Z,15810,15565,15507,1146,193,1.24
2020-06-12T00:00:00.000Z,13132,12879,12788,1113,185,1.45
2020-06-13T00:00:00.000Z,6987,6847,6811,601,150,2.2
2020-06-14T00:00:00.000Z,8840,8635,8589,1179,139,1.62
2020-06-15T00:00:00.000Z,14436,14109,13927,1823,202,1.45
2020-06-16T00:00:00.000Z,16239,15923,15752,2236,300,1.9
2020-06-17T00:00:00.000Z,16024,15638,15558,1923,273,1.75
2020-06-18T00:00:00.000Z,17392,16939,16875,2977,303,1.8
2020-06-19T00:00:00.000Z,12787,12448,12399,1372,309,2.49
2020-06-20T00:00:00.000Z,6010,5778,5755,318,161,2.8
2020-06-21T00:00:00.000Z,9152,8908,8853,1169,174,1.97
2020-06-22T00:00:00.000Z,14009,13460,13408,997,347,2.59
2020-06-23T00:00:00.000Z,19847,19162,19101,3209,449,2.35
2020-06-24T00:00:00.000Z,18393,17869,17798,1777,491,2.76
2020-06-25T00:00:00.000Z,18666,17979,17821,2974,514,2.88
2020-06-26T00:00:00.000Z,16531,16120,15971,1973,463,2.9
2020-06-27T00:00:00.000Z,10489,10051,9795,695,407,4.16
2020-06-28T00:00:00.000Z,10389,9890,9748,503,385,3.95
2020-06-29T00:00:00.000Z,21017,20257,20096,2945,755,3.76
2020-06-30T00:00:00.000Z,20840,20145,19823,3179,789,3.98
2020-07-01T00:00:00.000Z,21460,20828,20707,2571,974,4.7
2020-07-02T00:00:00.000Z,25042,24265,24105,3588,1148,4.76
2020-07-03T00:00:00.000Z,20953,20466,20277,2817,945,4.66
2020-07-04T00:00:00.000Z,17308,16700,16456,1385,831,5.05
2020-07-05T00:00:00.000Z,21112,20276,20144,1662,835,4.15
2020-07-06T00:00:00.000Z,25601,24747,24653,3194,1138,4.62
2020-07-07T00:00:00.000Z,28634,27699,27593,3539,1391,5.04
2020-07-08T00:00:00.000Z,29420,28594,28455,3126,1336,4.7
2020-07-09T00:00:00.000Z,29988,28901,28775,3300,1533,5.33
2020-07-10T00:00:00.000Z,25829,24766,24697,3082,1416,5.73
2020-07-11T00:00:00.000Z,20468,19246,19186,1817,1175,6.12
2020-07-12T00:00:00.000Z,21763,20292,20203,2795,1238,6.13
2020-07-13T00:00:00.000Z,29247,27475,27321,4176,1728,6.32
2020-07-14T00:00:00.000Z,31751,29978,29833,7700,1610,5.4
2020-07-15T00:00:00.000Z,30692,27915,27731,4689,1885,6.8
2020-07-16T00:00:00.000Z,31078,28452,28333,7097,1941,6.85
2020-07-17T00:00:00.000Z,25732,23579,23497,5977,1609,6.85
2020-07-18T00:00:00.000Z,20457,18211,18142,4810,1453,8.01
2020-07-19T00:00:00.000Z,19846,17815,17739,5263,1018,5.74
2020-07-20T00:00:00.000Z,27608,24489,24368,5137,1893,7.77
2020-07-21T00:00:00.000Z,30177,26765,26580,7571,2011,7.57
2020-07-22T00:00:00.000Z,28807,25715,25616,5860,2041,7.97
2020-07-23T00:00:00.000Z,32536,29284,29172,8141,1993,6.83
2020-07-24T00:00:00.000Z,24400,22697,22520,5526,1830,8.13
2020-07-25T00:00:00.000Z,15486,14636,14574,4684,1118,7.67
2020-07-26T00:00:00.000Z,12204,11427,11349,423,1046,9.22
2020-07-27T00:00:00.000Z,28245,27244,27126,7411,2053,7.57
2020-07-28T00:00:00.000Z,26639,25769,25659,7934,2121,8.27
2020-07-29T00:00:00.000Z,26228,25455,25338,7375,1956,7.72
2020-07-30T00:00:00.000Z,21962,21222,21129,5027,1792,8.48
2020-07-31T00:00:00.000Z,22898,22141,22073,9892,1363,6.17
2020-08-01T00:00:00.000Z,7790,7456,7404,2466,629,8.5
2020-08-02T00:00:00.000Z,10087,9618,9522,576,713,7.49
2020-08-03T00:00:00.000Z,23468,22552,22461,7095,1809,8.05
2020-08-04T00:00:00.000Z,26099,25088,24990,9776,1731,6.93
2020-08-05T00:00:00.000Z,25792,24890,24797,8861,1696,6.84
2020-08-06T00:00:00.000Z,28767,27840,27765,12490,1674,6.03
2020-08-07T00:00:00.000Z,25310,24532,24468,9847,1762,7.2
2020-08-08T00:00:00.000Z,8583,8134,8077,2055,753,9.32
2020-08-09T00:00:00.000Z,12163,11543,11448,2458,925,8.08
2020-08-10T00:00:00.000Z,24368,23375,23293,8123,1701,7.3
2020-08-11T00:00:00.000Z,27667,26573,26472,10509,1818,6.87
2020-08-12T00:00:00.000Z,26232,25293,25203,10034,1618,6.42
2020-08-13T00:00:00.000Z,28891,27814,27707,13201,1644,5.93
2020-08-14T00:00:00.000Z,20915,20082,20000,7789,1383,6.92
2020-08-15T00:00:00.000Z,9396,8864,8806,2098,758,8.61
2020-08-16T00:00:00.000Z,12387,11622,11548,951,1051,9.1
2020-08-17T00:00:00.000Z,26061,24894,24779,8114,1651,6.66
2020-08-18T00:00:00.000Z,27899,26780,26667,10274,1654,6.2
2020-08-19T00:00:00.000Z,28401,27240,27125,9461,1647,6.07
2020-08-20T00:00:00.000Z,28854,27849,27618,10804,1491,5.4
2020-08-21T00:00:00.000Z,27218,26362,26219,9043,1501,5.72
2020-08-22T00:00:00.000Z,11059,10519,10461,2255,716,6.84
2020-08-23T00:00:00.000Z,13298,12607,12533,384,968,7.72
2020-08-24T00:00:00.000Z,30139,28801,28673,7339,1891,6.6
2020-08-25T00:00:00.000Z,34056,32819,32604,10687,1960,6.01
2020-08-26T00:00:00.000Z,34288,33104,32876,12418,1988,6.05
2020-08-27T00:00:00.000Z,36464,35227,34968,13333,2112,6.04
2020-08-28T00:00:00.000Z,23290,22355,22264,5108,1830,8.22
2020-08-29T00:00:00.000Z,10708,10170,10108,1565,902,8.92
2020-08-30T00:00:00.000Z,13553,12911,12817,2189,1099,8.57
2020-08-31T00:00:00.000Z,31969,30653,30491,7713,2181,7.15
2020-09-01T00:00:00.000Z,28468,27527,27349,7374,2251,8.23
2020-09-02T00:00:00.000Z,35980,34577,34434,10672,3192,9.27
2020-09-03T00:00:00.000Z,35228,33980,33771,10675,2664,7.89
2020-09-04T00:00:00.000Z,31548,30738,30612,8509,2627,8.58
2020-09-05T00:00:00.000Z,15944,15291,15196,2673,1507,9.92
2020-09-06T00:00:00.000Z,19671,18724,18638,437,2176,11.68
2020-09-07T00:00:00.000Z,41453,40015,39873,9900,3393,8.51
2020-09-08T00:00:00.000Z,45674,44398,44220,11282,3493,7.9
2020-09-09T00:00:00.000Z,46407,45108,44933,9513,3988,8.88
2020-09-10T00:00:00.000Z,48748,47379,46983,7792,4160,8.85
2020-09-11T00:00:00.000Z,43702,42782,42624,6830,3985,9.35
2020-09-12T00:00:00.000Z,30571,29783,29693,6681,2708,9.12
2020-09-13T00:00:00.000Z,34979,33874,33690,4887,3175,9.42
2020-09-14T00:00:00.000Z,48442,47164,46931,6703,4825,10.28
2020-09-15T00:00:00.000Z,57765,56307,55864,9016,5540,9.92
2020-09-16T00:00:00.000Z,54228,52957,52680,9804,4577,8.69
2020-09-17T00:00:00.000Z,58810,57459,56987,6260,5394,9.47
2020-09-18T00:00:00.000Z,54471,53235,52913,7329,5341,10.09
2020-09-19T00:00:00.000Z,42832,41771,41559,10705,3810,9.17
2020-09-20T00:00:00.000Z,24491,23508,23327,2545,2584,11.08
2020-09-21T00:00:00.000Z,34602,33428,33237,5752,3884,11.69
2020-09-22T00:00:00.000Z,63062,61077,60753,16207,7069,11.64
2020-09-23T00:00:00.000Z,59351,57734,57531,11970,7148,12.42
2020-09-24T00:00:00.000Z,67979,66155,65850,14699,8288,12.59
2020-09-25T00:00:00.000Z,62717,61218,61007,12331,8405,13.78
2020-09-26T00:00:00.000Z,46421,45054,44895,8387,5876,13.09
2020-09-27T00:00:00.000Z,25283,24195,24076,2194,3444,14.3
2020-09-28T00:00:00.000Z,8220,7691,7600,100,1162,15.29
2020-09-29T00:00:00.000Z,34619,33171,32972,2657,5002,15.17
2020-09-30T00:00:00.000Z,70152,67665,67359,14378,9054,13.44
2020-10-01T00:00:00.000Z,65943,63656,63336,14951,7701,12.16
2020-10-02T00:00:00.000Z,62164,59831,59565,15136,7059,11.85
2020-10-03T00:00:00.000Z,25144,23506,23393,7927,2581,11.03
2020-10-04T00:00:00.000Z,26459,24843,24638,2164,2935,11.91
2020-10-05T00:00:00.000Z,52215,49707,49527,13301,5698,11.5
2020-10-06T00:00:00.000Z,47046,44739,44548,11468,4714,10.58
2020-10-07T00:00:00.000Z,49231,46504,46318,14823,4150,8.96
2020-10-08T00:00:00.000Z,49820,47185,46992,14082,3722,7.92
2020-10-09T00:00:00.000Z,37349,35207,35064,8392,2940,8.38
2020-10-10T00:00:00.000Z,13467,12292,12220,2302,891,7.29
2020-10-11T00:00:00.000Z,23119,21289,21142,1809,1638,7.75
2020-10-12T00:00:00.000Z,47366,44325,44109,12065,3131,7.1
2020-10-13T00:00:00.000Z,45317,42424,42225,15467,2301,5.45
2020-10-14T00:00:00.000Z,41182,38665,38491,13784,2099,5.45
2020-10-15T00:00:00.000Z,37649,35520,35335,11819,1607,4.55
2020-10-16T00:00:00.000Z,34745,32942,32774,6459,1473,4.49
2020-10-17T00:00:00.000Z,14994,14218,14164,2650,400,2.82
2020-10-18T00:00:00.000Z,27531,26034,25878,2226,923,3.57
2020-10-19T00:00:00.000Z,41854,39807,39609,10278,1497,3.78
2020-10-20T00:00:00.000Z,42544,40541,40350,13551,1181,2.93
2020-10-21T00:00:00.000Z,43454,41438,41245,13100,1157,2.81
2020-10-22T00:00:00.000Z,35304,33720,33556,8185,1022,3.05
2020-10-23T00:00:00.000Z,30510,29271,28996,6544,858,2.96
2020-10-24T00:00:00.000Z,6661,6311,6267,1525,247,3.94
2020-10-25T00:00:00.000Z,21807,20716,20551,2433,613,2.98
2020-10-26T00:00:00.000Z,41012,39306,38162,11555,877,2.3
2020-10-27T00:00:00.000Z,41723,40146,39598,14685,877,2.21
2020-10-28T00:00:00.000Z,35097,33877,33526,11273,723,2.16
2020-10-29T00:00:00.000Z,37605,36350,36135,9330,639,1.77
2020-10-30T00:00:00.000Z,32646,31715,31618,5830,678,2.14
2020-10-31T00:00:00.000Z,8028,7714,7667,1198,221,2.88
2020-11-01T00:00:00.000Z,22643,21848,21337,2488,667,3.13
2020-11-02T00:00:00.000Z,35817,34499,33491,10770,783,2.34
2020-11-03T00:00:00.000Z,41558,40194,38466,13387,842,2.19
2020-11-04T00:00:00.000Z,39793,38690,37364,11707,760,2.03
2020-11-05T00:00:00.000Z,35369,34467,33855,8656,567,1.67
2020-11-06T00:00:00.000Z,31589,30728,30104,7783,698,2.32
2020-11-07T00:00:00.000Z,8344,8077,8021,927,209,2.61
2020-11-08T00:00:00.000Z,22114,21486,20989,3356,534,2.54
2020-11-09T00:00:00.000Z,35225,34388,33380,9796,721,2.16
2020-11-10T00:00:00.000Z,41656,40541,39755,15349,674,1.7
2020-11-11T00:00:00.000Z,40488,39516,38456,11157,754,1.96
2020-11-12T00:00:00.000Z,40337,39326,38533,7603,837,2.17
2020-11-13T00:00:00.000Z,35792,35030,34283,7491,754,2.2
2020-11-14T00:00:00.000Z,12933,12655,12614,586,285,2.26
2020-11-15T00:00:00.000Z,23799,23300,23174,1347,622,2.68
2020-11-16T00:00:00.000Z,48244,46918,46439,12391,873,1.88
2020-11-17T00:00:00.000Z,52811,51594,51083,13456,828,1.62
2020-11-18T00:00:00.000Z,44845,43859,43601,8966,791,1.81
2020-11-19T00:00:00.000Z,53019,51987,51326,9641,770,1.5
2020-11-20T00:00:00.000Z,43699,42827,42622,5598,774,1.82
2020-11-21T00:00:00.000Z,15894,15606,15540,296,416,2.68
2020-11-22T00:00:00.000Z,34383,33699,32638,2532,767,2.35
2020-11-23T00:00:00.000Z,51963,50839,50225,10704,956,1.9
2020-11-24T00:00:00.000Z,57651,56447,56054,12761,840,1.5
2020-11-25T00:00:00.000Z,59099,57745,57398,11638,1081,1.88
2020-11-26T00:00:00.000Z,52700,51541,51048,6204,1088,2.13
2020-11-27T00:00:00.000Z,48108,47285,47091,5920,1031,2.19
2020-11-28T00:00:00.000Z,17528,17181,17106,3152,576,3.37
2020-11-29T00:00:00.000Z,39540,38622,38407,2656,1034,2.69
2020-11-30T00:00:00.000Z,58214,56902,56352,10001,1251,2.22
2020-12-01T00:00:00.000Z,62902,61624,61002,13832,1194,1.96
2020-12-02T00:00:00.000Z,71074,69568,68811,12612,1581,2.3
2020-12-03T00:00:00.000Z,64143,62846,62492,10972,1449,2.32
2020-12-04T00:00:00.000Z,60952,59730,59464,7734,1527,2.57
2020-12-05T00:00:00.000Z,25875,25368,25268,1602,998,3.95
2020-12-06T00:00:00.000Z,42586,41730,41553,1844,1362,3.28
2020-12-07T00:00:00.000Z,67303,65734,65193,9323,1866,2.86
2020-12-08T00:00:00.000Z,70120,68784,68518,10788,1762,2.57
2020-12-09T00:00:00.000Z,74290,72704,72437,12838,1878,2.59
2020-12-10T00:00:00.000Z,76642,75172,74770,10157,1997,2.67
2020-12-11T00:00:00.000Z,76270,74750,74306,10615,1832,2.47
2020-12-12T00:00:00.000Z,44833,43967,43670,3705,1295,2.97
2020-12-13T00:00:00.000Z,51468,50508,50053,1162,1730,3.46
2020-12-14T00:00:00.000Z,73698,72212,71838,9416,2304,3.21
2020-12-15T00:00:00.000Z,83972,82313,81841,12634,2887,3.53
2020-12-16T00:00:00.000Z,84131,82477,82066,12899,2859,3.48
2020-12-17T00:00:00.000Z,80544,78996,78378,11748,2835,3.62
2020-12-18T00:00:00.000Z,76733,75382,74915,8572,2801,3.74
2020-12-19T00:00:00.000Z,62141,60968,60630,7112,1895,3.13
2020-12-20T00:00:00.000Z,71714,70365,69399,3392,3092,4.46
2020-12-21T00:00:00.000Z,93005,91215,90586,11555,3854,4.25
2020-12-22T00:00:00.000Z,94365,92550,91463,15024,4372,4.78
2020-12-23T00:00:00.000Z,97770,95975,95104,11541,4046,4.25
2020-12-24T00:00:00.000Z,99019,97110,95771,12109,4070,4.25
2020-12-25T00:00:00.000Z,86515,84847,83790,11614,4018,4.8
2020-12-26T00:00:00.000Z,63970,62748,62099,5892,2660,4.28
2020-12-27T00:00:00.000Z,71376,70106,69115,2738,3536,5.12
2020-12-28T00:00:00.000Z,99890,97962,97437,12472,5513,5.66
2020-12-29T00:00:00.000Z,99628,97891,97325,13200,5645,5.8
2020-12-30T00:00:00.000Z,103391,101573,101018,12637,5865,5.81
2020-12-31T00:00:00.000Z,103597,101896,101232,10590,5881,5.81
2021-01-01T00:00:00.000Z,101217,99379,98664,8774,6029,6.11
2021-01-02T00:00:00.000Z,77160,75950,75579,4238,4223,5.59
2021-01-03T00:00:00.000Z,79939,78474,77901,2923,5228,6.71
2021-01-04T00:00:00.000Z,111655,109575,109022,9801,8406,7.71
2021-01-05T00:00:00.000Z,116538,114438,113684,12014,8233,7.24
2021-01-06T00:00:00.000Z,121360,119023,118042,13611,7881,6.68
2021-01-07T00:00:00.000Z,117331,115083,113859,13917,7672,6.74
2021-01-08T00:00:00.000Z,116982,114671,113592,14836,8208,7.23
2021-01-09T00:00:00.000Z,80260,78552,77945,7222,5162,6.62
2021-01-10T00:00:00.000Z,96425,94482,93250,2914,6960,7.46
2021-01-11T00:00:00.000Z,126327,123571,122160,8507,9750,7.98
2021-01-12T00:00:00.000Z,120996,118213,116810,15454,9304,7.97
2021-01-13T00:00:00.000Z,122324,119409,117874,20351,9500,8.06
2021-01-14T00:00:00.000Z,124846,121848,120256,13048,9290,7.73
2021-01-15T00:00:00.000Z,101985,99536,98876,10943,8434,8.53
2021-01-16T00:00:00.000Z,71760,70229,69359,5119,5086,7.33
2021-01-17T00:00:00.000Z,64475,62724,62086,2442,5651,9.1
2021-01-18T00:00:00.000Z,102021,99158,98403,13451,10089,10.25
2021-01-19T00:00:00.000Z,96080,93300,92660,15552,8618,9.3
2021-01-20T00:00:00.000Z,93421,90656,89920,13692,8327,9.26
2021-01-21T00:00:00.000Z,82548,80076,79633,12318,7241,9.09
2021-01-22T00:00:00.000Z,86036,83469,82932,10885,7362,8.88
2021-01-23T00:00:00.000Z,31000,30122,29990,1237,2430,8.1
2021-01-24T00:00:00.000Z,54458,52786,52456,3232,4941,9.42
2021-01-25T00:00:00.000Z,91655,88564,87779,14493,8699,9.91
2021-01-26T00:00:00.000Z,83592,80948,80503,11625,7759,9.64
2021-01-27T00:00:00.000Z,86103,83304,82482,14078,7704,9.34
2021-01-28T00:00:00.000Z,78521,76118,75591,10097,7168,9.48
2021-01-29T00:00:00.000Z,74377,71958,70862,7527,6752,9.53
2021-01-30T00:00:00.000Z,26885,26095,25876,688,2610,10.09
2021-01-31T00:00:00.000Z,55061,53281,52916,3462,5215,9.86
2021-02-01T00:00:00.000Z,93114,89772,88452,14968,8900,10.06
2021-02-02T00:00:00.000Z,88872,85803,85194,13607,7996,9.39
2021-02-03T00:00:00.000Z,86190,83241,82812,11802,7456,9
2021-02-04T00:00:00.000Z,84652,81606,81219,10385,7234,8.91
2021-02-05T00:00:00.000Z,84147,81626,80985,7901,6567,8.11
2021-02-06T00:00:00.000Z,29034,28160,27998,162,2647,9.45
2021-02-07T00:00:00.000Z,54012,52076,51662,3280,4586,8.88
2021-02-08T00:00:00.000Z,91354,88148,87619,13628,7803,8.91
2021-02-09T00:00:00.000Z,80932,78159,77632,11958,6141,7.91
2021-02-10T00:00:00.000Z,77442,74745,74334,11517,5643,7.59
2021-02-11T00:00:00.000Z,76512,73973,73538,8948,4994,6.79
2021-02-12T00:00:00.000Z,67572,65462,63967,5281,4665,7.29
2021-02-13T00:00:00.000Z,24927,24126,24018,226,1883,7.84
2021-02-14T00:00:00.000Z,47472,45762,45459,3294,3475,7.64
2021-02-15T00:00:00.000Z,70971,68409,68062,11325,5174,7.6
2021-02-16T00:00:00.000Z,74156,71526,71099,12957,4558,6.41
2021-02-17T00:00:00.000Z,64502,62293,61996,9436,4142,6.68
2021-02-18T00:00:00.000Z,52221,50554,50256,6708,3333,6.63
2021-02-19T00:00:00.000Z,62777,61173,60640,3594,3776,6.23
2021-02-20T00:00:00.000Z,19606,19026,18639,325,1256,6.74
2021-02-21T00:00:00.000Z,49967,48429,47968,3246,3091,6.44
2021-02-22T00:00:00.000Z,69525,67169,66290,9117,4800,7.24
2021-02-23T00:00:00.000Z,71825,69371,68680,13458,4428,6.45
2021-02-24T00:00:00.000Z,74950,72569,71806,10770,4346,6.05
2021-02-25T00:00:00.000Z,70305,68157,67689,7140,3803,5.62
2021-02-26T00:00:00.000Z,65689,64062,63619,3798,3798,5.97
2021-02-27T00:00:00.000Z,24383,23797,23539,461,1452,6.17
2021-02-28T00:00:00.000Z,54459,52912,52359,3902,3130,5.98
2021-03-01T00:00:00.000Z,89327,86750,86238,6816,4856,5.63
2021-03-02T00:00:00.000Z,90440,87900,87267,13350,4369,5.01
2021-03-03T00:00:00.000Z,93555,90882,90264,9344,4648,5.15
2021-03-04T00:00:00.000Z,89971,87488,86625,10467,3643,4.21
2021-03-05T00:00:00.000Z,100708,98391,97359,4271,3747,3.85
2021-03-06T00:00:00.000Z,41052,40097,39740,158,1938,4.88
2021-03-07T00:00:00.000Z,62275,60310,59887,5521,2344,3.91
2021-03-08T00:00:00.000Z,94909,92036,91292,7322,3769,4.13
2021-03-09T00:00:00.000Z,90531,87658,86859,12719,3102,3.57
2021-03-10T00:00:00.000Z,94034,91133,90026,11049,2823,3.14
2021-03-11T00:00:00.000Z,81712,79343,78122,9915,2536,3.25
2021-03-12T00:00:00.000Z,83540,81405,80402,4971,2401,2.99
2021-03-13T00:00:00.000Z,27130,26470,26314,119,776,2.95
2021-03-14T00:00:00.000Z,55955,54235,53666,3766,1397,2.6
2021-03-15T00:00:00.000Z,82895,80099,79407,10948,2109,2.66
2021-03-16T00:00:00.000Z,69935,67495,66479,13107,1566,2.36
2021-03-17T00:00:00.000Z,74636,72075,71316,13950,1530,2.15
2021-03-18T00:00:00.000Z,61735,59920,59090,9580,1233,2.09
2021-03-19T00:00:00.000Z,60467,58874,58003,3722,1076,1.86
2021-03-20T00:00:00.000Z,19216,18605,18512,150,347,1.87
2021-03-21T00:00:00.000Z,46220,44356,43880,6203,680,1.55
2021-03-22T00:00:00.000Z,58122,55711,54801,9566,976,1.78
