instituteDesc,occupancy,gOccupancy,occupancyDate
Hacarmel Hospital             ,67.9,85.5,2022-07-25T00:00:00.000Z
Yosephtal Hospital            ,68.8,40,2022-07-25T00:00:00.000Z
Rabin K. Hasharon             ,68.4,74.3,2022-07-25T00:00:00.000Z
Woolfson Medical Center       ,72.1,81.1,2022-07-25T00:00:00.000Z
Soroka Medical Center         ,73.6,85.8,2022-07-25T00:00:00.000Z
Laniado                       ,74.4,104.5,2022-07-25T00:00:00.000Z
Poriah Hospital               ,75.6,74.4,2022-07-25T00:00:00.000Z
Barzilai Medical Center       ,79.7,86.1,2022-07-25T00:00:00.000Z
Bnei Ziom Medical Center      ,81.8,95.2,2022-07-25T00:00:00.000Z
Shmuel Harofe                 ,83.3,83.6,2022-07-25T00:00:00.000Z
Assaf Harofeh Medical Center  ,85.7,78.1,2022-07-25T00:00:00.000Z
Haemek Valley Center Hospital ,87.7,78.5,2022-07-25T00:00:00.000Z
Kaplan Hospital               ,89.3,106,2022-07-25T00:00:00.000Z
Shaare Zedek                  ,90,105.8,2022-07-25T00:00:00.000Z
Rambam                        ,91.4,93.3,2022-07-25T00:00:00.000Z
Meir Hospital                 ,94,89.3,2022-07-25T00:00:00.000Z
Nahariya                      ,94.2,91.9,2022-07-25T00:00:00.000Z
Hadassah Mount Scopus         ,97.2,84.4,2022-07-25T00:00:00.000Z
Assuta Ashdod                 ,106.8,94.9,2022-07-25T00:00:00.000Z
      Ziv Hospital            ,106.3,73.5,2022-07-25T00:00:00.000Z
Hadassah Ein Kerem            ,113.6,95.1,2022-07-25T00:00:00.000Z
Rabin K. Beilinson            ,113.2,96.8,2022-07-25T00:00:00.000Z
Hillel Yaffeh Medical Center  ,121.9,98.6,2022-07-25T00:00:00.000Z
