age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2220,0,0,194.9,0,0,0,0,0,0
12-15,96,0,379,27,0,150.5,0,0,0,0,0,0
16-19,43,44,111,11.7,52.5,93,0,0,0,0,0,0
20-29,105,117,208,12.3,52,103.5,0,1,4,0,0.4,2
30-39,235,159,217,28.5,78.3,146.5,1,0,6,0.1,0,4
40-49,194,124,177,23.4,86,154.7,0,0,19,0,0,16.6
50-59,88,37,94,12.7,40.8,122.9,2,1,22,0.3,1.1,28.8
60-69,74,29,69,11.7,58,122,1,3,17,0.2,6,30.1
70-79,46,14,37,10,51.9,108,4,2,10,0.9,7.4,29.2
80-89,18,7,22,8.9,40.9,125.3,0,1,4,0,5.8,22.8
90+,3,3,5,6.9,40.7,76.5,0,1,2,0,13.6,30.6
