age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2251,0,0,189.3,0,0,0,0,0,0
12-15,65,0,348,18.3,0,137.8,0,0,0,0,0,0
16-19,24,29,105,6.6,33.8,87.7,0,0,1,0,0,0.8
20-29,73,122,248,8.6,53.5,121.8,0,1,6,0,0.4,2.9
30-39,156,182,241,19,88.5,161.1,0,0,8,0,0,5.3
40-49,178,123,181,21.5,84.2,156.6,1,1,22,0.1,0.7,19
50-59,89,34,123,12.9,37.1,158.5,1,1,23,0.1,1.1,29.6
60-69,42,30,74,6.6,59.5,129.6,1,3,19,0.2,5.9,33.3
70-79,40,12,39,8.7,44.1,110.4,4,2,12,0.9,7.4,34
80-89,25,9,23,12.5,52.4,128.3,2,2,3,1,11.6,16.7
90+,1,2,3,2.3,27.2,44.7,0,0,2,0,0,29.8
