instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-22T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-22T00:00:00.000Z
,,,2022-12-22T00:00:00.000Z
Hacarmel Hospital             ,58.5,68.3,2022-12-22T00:00:00.000Z
Hadassah Mount Scopus         ,63.9,74,2022-12-22T00:00:00.000Z
Rabin K. Hasharon             ,67.5,71.8,2022-12-22T00:00:00.000Z
Woolfson Medical Center       ,75.4,77,2022-12-22T00:00:00.000Z
Poriah Hospital               ,75.6,69.9,2022-12-22T00:00:00.000Z
Soroka Medical Center         ,76,82.6,2022-12-22T00:00:00.000Z
Laniado                       ,79.5,122.1,2022-12-22T00:00:00.000Z
Bnei Ziom Medical Center      ,82.6,84.5,2022-12-22T00:00:00.000Z
Rambam                        ,85.4,88.7,2022-12-22T00:00:00.000Z
Assaf Harofeh Medical Center  ,86.1,75.4,2022-12-22T00:00:00.000Z
Meir Hospital                 ,90.5,86.1,2022-12-22T00:00:00.000Z
Kaplan Hospital               ,90,85.2,2022-12-22T00:00:00.000Z
Nahariya                      ,92.6,89.9,2022-12-22T00:00:00.000Z
Shmuel Harofe                 ,97.2,82.4,2022-12-22T00:00:00.000Z
Barzilai Medical Center       ,101,88.7,2022-12-22T00:00:00.000Z
Assuta Ashdod                 ,120.3,112.3,2022-12-22T00:00:00.000Z
,,,2022-12-22T00:00:00.000Z
Hillel Yaffeh Medical Center  ,105.5,90.3,2022-12-22T00:00:00.000Z
Haemek Valley Center Hospital ,112.9,78.7,2022-12-22T00:00:00.000Z
Hadassah Ein Kerem            ,123.3,97.9,2022-12-22T00:00:00.000Z
The Holy Family               ,,,2022-12-22T00:00:00.000Z
,,,2022-12-22T00:00:00.000Z
      Ziv Hospital            ,114.1,80.1,2022-12-22T00:00:00.000Z
Yosephtal Hospital            ,,,2022-12-22T00:00:00.000Z
,,39.6,2022-12-22T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-22T00:00:00.000Z
,,,2022-12-22T00:00:00.000Z
Shaare Zedek                  ,97.3,100.6,2022-12-22T00:00:00.000Z
Chaim Sheba Medical Center    ,100.4,106.2,2022-12-22T00:00:00.000Z
Rabin K. Beilinson            ,123.8,99.8,2022-12-22T00:00:00.000Z
