age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,14,162,391,205.6,71.4,41.6,0,0,0,0,0,0
12-15,16,240,84,198.4,73.3,30.6,0,0,0,0,0,0
16-19,11,230,45,183.9,52.4,33.5,0,0,0,0,0,0
20-29,24,584,81,129.9,52.6,47.7,0,2,2,0,0.2,1.2
30-39,33,774,132,172.3,73.8,105.9,0,2,0,0,0.2,0
40-49,28,781,113,127.3,79.7,116.3,0,1,0,0,0.1,0
50-59,52,768,88,193.3,97.9,160.7,0,6,3,0,0.8,5.5
60-69,97,1093,86,317.7,167.2,153.5,0,14,5,0,2.1,8.9
70-79,98,1278,68,413.6,266.4,451.1,3,18,4,12.7,3.8,26.5
80+,40,922,66,371.6,366.7,411.3,0,24,8,0,9.5,49.9
