period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,188,537,12.16,34.73
3_Month,5-11,2646,9360,9.17,32.42
6_Month,5-11,3449,14355,4.98,20.74
1_Year,5-11,4831,51460,0.89,9.49
All,5-11,4831,52632,0.67,7.28
1_Month,12-15,186,168,19.29,17.43
3_Month,12-15,1690,2179,12.89,16.62
6_Month,12-15,2542,3610,7.42,10.54
1_Year,12-15,8779,17639,3.51,7.06
All,12-15,8814,18704,2.55,5.41
1_Month,16-19,240,66,26,7.15
3_Month,16-19,3171,1030,20.88,6.78
6_Month,16-19,4440,1636,13.09,4.82
1_Year,16-19,14558,10170,7.11,4.97
All,16-19,14737,11173,4.79,3.63
1_Month,20-29,789,144,25.47,4.65
3_Month,20-29,9758,2652,20.44,5.55
6_Month,20-29,13894,4061,12.97,3.79
1_Year,20-29,36848,19730,8.23,4.41
All,20-29,37218,21603,5.71,3.31
1_Month,30-39,877,201,23.57,5.4
3_Month,30-39,11251,3359,18.92,5.65
6_Month,30-39,15506,4985,11.93,3.84
1_Year,30-39,35871,18565,7.25,3.75
All,30-39,36193,19852,5.49,3.01
1_Month,40-49,914,161,22.65,3.99
3_Month,40-49,10536,2567,17.67,4.31
6_Month,40-49,14334,3780,11.19,2.95
1_Year,40-49,32159,13720,7.04,3
All,40-49,32462,14555,5.46,2.45
1_Month,50-59,683,114,16.75,2.8
3_Month,50-59,7466,1530,13.23,2.71
6_Month,50-59,10098,2258,8.91,1.99
1_Year,50-59,20908,7486,6.47,2.32
All,50-59,21099,7898,5.05,1.89
1_Month,60-69,565,74,11.66,1.53
3_Month,60-69,5672,870,9.21,1.41
6_Month,60-69,7456,1246,6.56,1.1
1_Year,60-69,13372,3960,5.32,1.58
All,60-69,13513,4141,4.33,1.33
1_Month,70-79,424,36,8.56,0.73
3_Month,70-79,3595,374,6.51,0.68
6_Month,70-79,4492,504,4.78,0.54
1_Year,70-79,6819,1261,4.15,0.77
All,70-79,6890,1339,3.52,0.68
1_Month,80+,328,29,11.55,1.02
3_Month,80+,2536,260,8.18,0.84
6_Month,80+,3009,339,6.25,0.7
1_Year,80+,4392,749,5.29,0.9
All,80+,4465,809,4.28,0.78
